Cust. #,State,Male ,Female,1st egg,Eggs,Fledge,Year
95171,TX,,,5/1/05,6,5,2005
95171,TX,,,5/1/05,4,4,2005
95171,TX,,,5/10/05,3,3,2005
95171,TX,,,4/25/05,6,6,2005
95171,TX,,,5/18/05,5,2,2005
95171,TX,,,4/18/05,5,4,2005
95171,TX,,,5/6/05,5,4,2005
95171,TX,,,4/25/05,6,6,2005
95171,TX,,,4/18/05,4,4,2005
95171,TX,,,4/29/05,6,6,2005
95171,TX,,,4/29/05,5,4,2005
95171,TX,SY,SY,5/5/05,5,4,2005
95171,TX,,,4/30/05,5,5,2005
95171,TX,,,4/15/05,4,3,2005
95171,TX,ASY,,4/25/05,7,7,2005
95171,TX,ASY,,4/28/05,5,5,2005
95171,TX,SY,SY,5/15/05,5,2,2005
95171,TX,ASY,,5/6/05,5,4,2005
95171,TX,,,4/17/05,6,5,2005
95171,TX,,,4/19/05,6,6,2005
95171,TX,,,4/21/05,5,5,2005
95171,TX,,,4/25/05,5,5,2005
95171,TX,,,4/23/05,6,6,2005
95171,TX,,,5/3/05,6,6,2005
95171,TX,,,4/28/05,5,5,2005
95171,TX,,,4/23/05,5,4,2005
95171,TX,,,4/25/05,6,6,2005
95171,TX,,,4/26/05,5,5,2005
95171,TX,,,4/29/05,5,5,2005
95171,TX,,,4/28/05,5,5,2005
95171,TX,ASY,ASY,4/18/05,9,2,2005
95171,TX,,,4/25/05,6,6,2005
95171,TX,,,4/22/05,6,6,2005
95171,TX,,,4/28/05,6,6,2005
95171,TX,,,4/23/05,6,6,2005
95171,TX,,,5/17/05,5,5,2005
95171,TX,,,4/15/05,7,6,2005
95171,TX,ASY,ASY,4/28/05,5,0,2005
95171,TX,,ASY,4/19/05,5,5,2005
95171,TX,SY,ASY,5/2/05,6,5,2005
95171,TX,ASY,ASY,4/16/05,5,4,2005
95171,TX,,ASY,4/26/05,5,3,2005
95171,TX,SY,SY,5/8/05,4,3,2005
95171,TX,ASY,ASY,4/24/05,5,4,2005
95171,TX,ASY,ASY,4/17/05,6,4,2005
95171,TX,SY,SY,4/28/05,5,4,2005
95171,TX,SY,SY,,4,4,2005
95171,TX,ASY,SY,4/15/05,6,6,2005
95171,TX,ASY,ASY,4/27/05,6,6,2005
95171,TX,ASY,ASY,4/15/05,6,6,2005
95171,TX,SY,SY,5/13/05,4,4,2005
95171,TX,SY,SY,5/13/05,5,5,2005
95171,TX,ASY,ASY,4/13/05,7,7,2005
95171,TX,,SY,5/1/05,4,4,2005
95171,TX,ASY,,4/27/05,6,6,2005
95171,TX,ASY,ASY,5/2/05,5,5,2005
95171,TX,ASY,ASY,4/13/05,5,4,2005
95171,TX,ASY,ASY,4/14/05,6,6,2005
95171,TX,ASY,ASY,4/24/05,5,5,2005
95171,TX,ASY,ASY,4/17/05,5,5,2005
95171,TX,ASY,ASY,4/19/05,5,4,2005
95171,TX,ASY,ASY,4/15/05,4,3,2005
95171,TX,SY,SY,5/7/05,5,5,2005
95171,TX,ASY,SY,4/24/05,5,5,2005
95171,TX,ASY,ASY,4/20/05,5,5,2005
95171,TX,ASY,ASY,4/26/05,6,4,2005
95171,TX,ASY,ASY,4/14/05,5,5,2005
95171,TX,ASY,ASY,4/21/05,5,2,2005
95171,TX,SY,SY,4/23/05,5,5,2005
95171,TX,ASY,ASY,4/18/05,6,6,2005
95171,TX,ASY,ASY,4/30/05,5,4,2005
95171,TX,ASY,SY,5/2/05,6,5,2005
95171,TX,ASY,ASY,4/26/05,5,3,2005
95171,TX,SY,SY,5/7/05,5,5,2005
95171,TX,ASY,ASY,4/26/05,6,6,2005
95171,TX,ASY,ASY,4/12/05,9,9,2005
95171,TX,ASY,ASY,4/24/05,5,5,2005
95171,TX,SY,SY,,4,4,2005
95171,TX,SY,SY,5/1/05,5,5,2005
95171,TX,ASY,ASY,4/15/05,6,3,2005
95171,TX,ASY,ASY,4/21/05,5,5,2005
95171,TX,SY,SY,5/1/05,5,5,2005
95171,TX,SY,SY,,5,2,2005
95171,TX,ASY,ASY,4/15/05,5,5,2005
95171,TX,SY,SY,5/3/05,6,5,2005
95171,TX,ASY,ASY,4/15/05,5,5,2005
95171,TX,SY,SY,6/22/05,4,3,2005
95171,TX,ASY,ASY,4/16/05,5,5,2005
95171,TX,ASY,ASY,4/16/05,7,5,2005
95171,TX,ASY,ASY,4/9/05,6,5,2005
95171,TX,ASY,,4/23/05,6,6,2005
95171,TX,,ASY,4/20/05,6,6,2005
95171,TX,,,4/21/05,5,3,2005
95171,TX,,,4/21/05,6,5,2005
95171,TX,ASY,,4/19/05,5,5,2005
95171,TX,,,4/16/05,5,5,2005
95171,TX,,,4/28/05,5,5,2005
95171,TX,SY,SY,4/29/05,5,4,2005
95171,TX,SY,SY,5/5/05,5,5,2005
95171,TX,SY,SY,4/23/05,5,5,2005
95171,TX,ASY,ASY,4/18/05,6,5,2005
95171,TX,ASY,ASY,4/27/05,5,5,2005
95171,TX,SY,SY,4/16/05,5,1,2005
95171,TX,SY,SY,5/6/05,4,4,2005
95171,TX,ASY,SY,4/21/05,6,6,2005
95171,TX,ASY,ASY,4/29/05,4,4,2005
95171,TX,SY,SY,5/2/05,5,4,2005
95171,TX,ASY,ASY,4/14/05,5,3,2005
95171,TX,ASY,ASY,4/13/05,7,5,2005
95171,TX,SY,SY,5/11/05,5,3,2005
95171,TX,,,5/3/05,5,5,2005
95171,TX,,,4/24/05,5,4,2005
95171,TX,,,4/27/05,6,6,2005
95171,TX,ASY,ASY,5/1/05,5,4,2005
95171,TX,SY,SY,4/26/05,6,5,2005
95171,TX,ASY,SY,4/29/05,5,5,2005
95171,TX,ASY,,4/29/05,5,5,2005
95171,TX,,,4/22/05,6,3,2005
95171,TX,ASY,ASY,4/15/05,5,4,2005
95171,TX,,,4/21/05,6,5,2005
95171,TX,ASY,ASY,5/1/05,6,6,2005
95171,TX,ASY,ASY,4/13/05,5,5,2005
95171,TX,SY,SY,5/2/05,5,5,2005
95171,TX,ASY,ASY,4/28/05,5,5,2005
95171,TX,ASY,,4/13/05,5,5,2005
95171,TX,,,5/6/05,5,4,2005
95171,TX,,,5/6/05,5,5,2005
95171,TX,,,4/22/05,5,4,2005
95171,TX,,,4/26/05,6,6,2005
95171,TX,,,5/3/05,5,5,2005
95171,TX,,,4/19/05,5,2,2005
95171,TX,,,4/14/05,5,0,2005
95171,TX,,,4/22/05,5,0,2005
95171,TX,ASY,ASY,4/16/05,5,4,2005
95171,TX,ASY,SY,4/19/05,5,5,2005
95171,TX,SY,SY,5/13/05,5,0,2005
95171,TX,ASY,SY,5/8/05,6,1,2005
94210,TX,ASY,ASY,4/24/05,6,1,2005
94210,TX,SY,ASY,5/9/05,5,5,2005
94210,TX,ASY,ASY,4/29/05,6,0,2005
94210,TX,SY,SY,5/17/05,5,5,2005
94210,TX,ASY,SY,4/14/05,4,3,2005
94210,TX,SY,ASY,5/15/05,4,4,2005
94210,TX,SY,ASY,5/17/05,6,5,2005
94210,TX,,SY,5/11/05,5,5,2005
94210,TX,SY,SY,5/11/05,5,3,2005
94210,TX,SY,SY,5/2/05,5,4,2005
94210,TX,SY,SY,5/11/05,5,3,2005
94210,TX,ASY,ASY,4/20/05,8,0,2005
94210,TX,ASY,SY,5/16/05,4,0,2005
94210,TX,ASY,ASY,4/19/05,10,5,2005
94210,TX,ASY,ASY,4/25/05,6,3,2005
94210,TX,SY,ASY,4/26/05,6,4,2005
94210,TX,,,5/10/05,5,4,2005
121265,TX,ASY,ASY,4/24/05,6,5,2005
121265,TX,ASY,ASY,4/17/05,5,4,2005
121265,TX,SY,ASY,5/12/05,5,4,2005
121265,TX,ASY,ASY,4/23/05,5,5,2005
121265,TX,ASY,SY,4/28/05,4,3,2005
121265,TX,ASY,SY,5/23/05,5,2,2005
121265,TX,ASY,SY,5/2/05,5,3,2005
121265,TX,SY,SY,5/7/05,5,4,2005
106106,TX,,,4/26/05,6,5,2005
106106,TX,,,5/8/05,5,5,2005
106106,TX,,,5/9/05,5,4,2005
106106,TX,SY,,4/21/05,6,5,2005
106106,TX,,,4/30/05,4,4,2005
106106,TX,,,4/29/05,7,1,2005
106106,TX,,,4/30/05,3,0,2005
106106,TX,,,4/28/05,5,5,2005
106106,TX,,,4/28/05,5,5,2005
106106,TX,,,4/23/05,6,4,2005
106106,TX,,,4/13/05,6,5,2005
106106,TX,,,5/6/05,5,3,2005
106106,TX,,,5/14/05,5,3,2005
106106,TX,,,5/5/05,6,5,2005
106106,TX,,,5/11/05,5,5,2005
106106,TX,,,4/19/05,6,6,2005
106106,TX,,,4/28/05,4,2,2005
106106,TX,,,4/16/05,6,6,2005
106106,TX,,,4/29/05,5,0,2005
106106,TX,,,4/23/05,5,5,2005
106106,TX,,,4/20/05,5,5,2005
106106,TX,,,4/16/05,5,3,2005
136780,TX,,,5-16/5-22,5,4,2005
136780,TX,,,5-16/5-22,5,4,2005
136780,TX,,,5/14/05,5,5,2005
136780,TX,,,5-16/5-18,6,5,2005
136780,TX,,,5/14/05,6,6,2005
136780,TX,,,5-15/5-22,5,0,2005
136780,TX,,,5/14/05,5,4,2005
136780,TX,,,5/14/05,4,4,2005
136780,TX,,,5/14/05,7,5,2005
136780,TX,,,5/5/05,6,0,2005
94513,TX,,,4/19/05,2,2,2005
94513,TX,,,4/18/05,6,4,2005
94513,TX,,,4/21/05,6,4,2005
94513,TX,,,4/19/05,4,1,2005
94513,TX,,,4/25/05,4,3,2005
94513,TX,,,4/20/05,7,4,2005
94513,TX,,,4/16/05,6,1,2005
94513,TX,,,4/22/05,5,4,2005
94513,TX,,,5/16/05,6,3,2005
94513,TX,,,4/16/05,5,4,2005
94513,TX,,,4/14/05,5,4,2005
94513,TX,,,5/24/05,5,3,2005
94513,TX,,,4/29/05,6,4,2005
94513,TX,,,5/8/05,1,1,2005
83912,TX,,,4/15/05,6,5,2005
83912,TX,,,4/15/05,5,1,2005
83912,TX,,,4/18/05,5,4,2005
83912,TX,,,4/17/05,4,4,2005
83912,TX,,,4/29/05,6,5,2005
83912,TX,,,4/15/05,5,5,2005
83912,TX,,,4/20/05,6,6,2005
83912,TX,,,4/17/05,5,4,2005
83912,TX,,,4/15/05,6,4,2005
83912,TX,,,4/14/05,5,3,2005
83912,TX,,,4/15/05,5,4,2005
83912,TX,,,4/23/05,7,5,2005
83912,TX,,,5/30/05,4,2,2005
83912,TX,,,4/18/05,5,3,2005
83912,TX,,,4/22/05,6,4,2005
83912,TX,,,4/30/05,4,4,2005
83912,TX,,,5/14/05,5,3,2005
83912,TX,,,4/20/05,4,4,2005
83912,TX,,,4/12/05,7,4,2005
83912,TX,,,4/15/05,6,3,2005
83912,TX,,,5/1/05,4,3,2005
83912,TX,,,4/23/05,5,5,2005
83912,TX,,,4/15/05,4,4,2005
83912,TX,,,4/16/05,6,6,2005
83912,TX,,,4/23/05,6,5,2005
83912,TX,,,4/25/05,5,5,2005
83912,TX,,,4/20/05,3,3,2005
83912,TX,,,4/16/05,5,1,2005
83912,TX,,,4/24/05,5,5,2005
83912,TX,,,5/5/05,5,5,2005
83912,TX,,,5/2/05,4,4,2005
83912,TX,,,4/24/05,6,6,2005
83912,TX,,,4/24/05,6,6,2005
83912,TX,,,4/22/05,6,5,2005
83912,TX,,,4/23/05,6,6,2005
83912,TX,,,5/4/05,6,6,2005
83912,TX,,,5/17/05,4,4,2005
111203,TX,,,4/21/05,5,2,2005
111203,TX,,,4/19/05,5,3,2005
111203,TX,,,4/13/05,6,6,2005
111203,TX,,,4/18/05,6,6,2005
111203,TX,,,4/19/05,6,6,2005
111203,TX,,,4/16/05,5,3,2005
111203,TX,,,4/19/05,6,6,2005
111203,TX,ASY,ASY,4/30/05,5,4,2005
111203,TX,ASY,ASY,4/19/05,6,0,2005
111203,TX,,,4/13/05,6,6,2005
111203,TX,,,4/14/05,6,6,2005
111203,TX,,,4/16/05,6,1,2005
111203,TX,,,4/29/05,5,4,2005
111203,TX,,,4/17/05,5,5,2005
111203,TX,,,4/19/05,1,0,2005
111203,TX,,,4/23/05,5,5,2005
111203,TX,,,4/27/05,5,5,2005
111203,TX,,,4/13/05,5,4,2005
111203,TX,,,4/19/05,5,0,2005
111203,TX,ASY,,4/18/05,4,1,2005
111203,TX,,,5/24/05,1,0,2005
111203,TX,ASY,,4/17/05,5,2,2005
111203,TX,,,4/21/05,6,3,2005
111203,TX,,,4/13/05,6,4,2005
111203,TX,,,4/26/05,5,5,2005
111203,TX,,,4/30/05,5,5,2005
111203,TX,,,5/1/05,5,5,2005
111203,TX,,,4/18/05,7,5,2005
111203,TX,,,4/23/05,5,5,2005
111203,TX,,,5/14/05,6,0,2005
111203,TX,,,4/27/05,5,5,2005
111203,TX,,,4/18/05,6,5,2005
111203,TX,,,4/19/05,5,5,2005
111203,TX,,,5/1/05,5,0,2005
111203,TX,,,5/16/05,4,2,2005
111203,TX,ASY,ASY,4/21/05,5,3,2005
113847,TX,,,4/23/05,5,5,2005
113847,TX,,,5/17/05,5,4,2005
113847,TX,,,5/10/05,4,4,2005
113847,TX,ASY,,4/24/05,5,1,2005
138925,TX,ASY,ASY,5/4/05,5,3,2005
138925,TX,ASY,ASY,4/15/05,10,3,2005
138925,TX,ASY,ASY,4/29/05,5,3,2005
138925,TX,ASY,ASY,4/23/05,1,0,2005
138925,TX,ASY,ASY,4/29/05,7,3,2005
138925,TX,ASY,ASY,4/28/05,7,2,2005
138925,TX,ASY,ASY,4/27/05,4,4,2005
138925,TX,ASY,ASY,4/29/05,4,4,2005
138925,TX,ASY,ASY,4/14/05,7,5,2005
138925,TX,ASY,ASY,4/25/05,5,5,2005
138925,TX,,,5/13/05,3,0,2005
138925,TX,ASY,ASY,5/11/05,4,0,2005
138925,TX,ASY,ASY,5/25/05,4,0,2005
138925,TX,,,5/28/05,1,0,2005
117150,TX,ASY,ASY,5/20/05,5,5,2005
117150,TX,SY,SY,5/17/05,6,6,2005
117150,TX,ASY,ASY,5/21/05,5,5,2005
117150,TX,ASY,SY,5/22/05,5,5,2005
117150,TX,ASY,ASY,4/29/05,5,5,2005
117150,TX,ASY,ASY,5/16/05,5,5,2005
117150,TX,ASY,ASY,5/17/05,3,3,2005
117150,TX,ASY,SY,6/12/05,4,4,2005
117150,TX,ASY,ASY,5/15/05,6,6,2005
117150,TX,SY,SY,5/21/05,4,4,2005
117150,TX,ASY,ASY,6/11/05,4,4,2005
140568,TX,SY,SY,5/14/05,2,0,2005
140568,TX,SY,SY,5/26/05,4,4,2005
93229,TX,,,4/21/05,6,2,2005
93229,TX,,,4/30/05,5,5,2005
93229,TX,,,5/15/05,5,0,2005
93229,TX,,,5/3/05,5,5,2005
93229,TX,,,5/9/05,6,5,2005
93229,TX,,,5/7/05,5,0,2005
93229,TX,,,5/6/05,6,6,2005
93229,TX,,,4/23/05,5,4,2005
93229,TX,,,5/11/05,6,0,2005
93229,TX,,,5/9/05,3,0,2005
93229,TX,,,5/6/05,6,0,2005
93229,TX,,,4/16/05,4,3,2005
93229,TX,,,4/27/05,6,6,2005
93229,TX,,,5/8/05,4,0,2005
93229,TX,,,5/4/05,5,4,2005
93229,TX,,,4/19/05,4,0,2005
93229,TX,,,5/3/05,6,6,2005
93229,TX,,,4/26/05,6,6,2005
93229,TX,,,4/17/05,5,5,2005
93229,TX,,,4/22/05,5,5,2005
93229,TX,,,5/23/05,4,0,2005
93229,TX,,,5/17/05,1,0,2005
93229,TX,,,5/24/05,3,0,2005
93229,TX,,,5/19/05,6,1,2005
93229,TX,,,5/16/05,5,0,2005
93229,TX,,,5/15/05,5,4,2005
89512,TX,ASY,,4/26/05,5,5,2005
89512,TX,ASY,,4/26/05,5,3,2005
89512,TX,ASY,,4/25/05,6,2,2005
89512,TX,ASY,,5/2/05,5,3,2005
87354,TX,ASY,,5/10/05,5,5,2005
87354,TX,SY,SY,5/21/05,5,5,2005
140946,TX,ASY,ASY,4/21/05,6,6,2005
140946,TX,SY,ASY,5/12/05,5,5,2005
140946,TX,ASY,ASY,5/1/05,5,5,2005
140946,TX,ASY,ASY,5/2/05,5,2,2005
140946,TX,ASY,ASY,4/29/05,5,5,2005
140946,TX,ASY,ASY,4/28/05,5,4,2005
140946,TX,SY,ASY,5/2/05,6,6,2005
140946,TX,ASY,ASY,4/25/05,4,4,2005
140946,TX,SY,SY,5/14/05,5,5,2005
140946,TX,SY,SY,5/19/05,5,2,2005
140946,TX,ASY,ASY,5/8/05,8,3,2005
140946,TX,ASY,ASY,5/24/05,5,5,2005
91162,TX,,,4/18/05,6,6,2005
91162,TX,,,4/24/05,7,5,2005
91162,TX,,,4/29/05,6,5,2005
91162,TX,,,4/23/05,6,6,2005
91162,TX,,,4/19/05,6,6,2005
91162,TX,,,4/15/05,5,4,2005
91162,TX,,,4/30/05,5,4,2005
91162,TX,,,4/16/05,6,5,2005
91162,TX,,,4/17/05,6,6,2005
91162,TX,,,4/16/05,6,5,2005
91162,TX,,,4/14/05,5,5,2005
91162,TX,,,4/29/05,5,4,2005
91162,TX,,,4/16/05,6,4,2005
91162,TX,,,4/14/05,5,4,2005
91162,TX,,,4/14/05,5,5,2005
91162,TX,,,4/18/05,6,5,2005
91162,TX,,,4/21/05,6,6,2005
91162,TX,,,4/16/05,6,4,2005
91162,TX,,,4/16/05,6,5,2005
91162,TX,,,5/4/05,5,5,2005
91162,TX,,,4/14/05,6,6,2005
91162,TX,,,4/24/05,6,6,2005
91162,TX,,,4/10/05,6,5,2005
91162,TX,,,4/19/05,6,5,2005
91162,TX,,,4/17/05,6,5,2005
91162,TX,,,5/16/05,4,3,2005
91162,TX,,,4/25/05,7,6,2005
91162,TX,,,5/3/05,6,5,2005
91162,TX,,,4/26/05,5,4,2005
91162,TX,,,4/30/05,6,5,2005
91162,TX,,,4/22/05,6,5,2005
91162,TX,,,5/13/05,5,5,2005
91162,TX,,,4/23/05,6,6,2005
91162,TX,,,4/26/05,5,5,2005
91162,TX,,,4/21/05,6,5,2005
94492,TX,ASY,ASY,5/12/05,6,5,2005
94492,TX,SY,SY,4/30/05,6,6,2005
94492,TX,ASY,ASY,5/17/05,5,2,2005
94492,TX,SY,SY,5/19/05,5,2,2005
94492,TX,ASY,ASY,5/15/05,4,4,2005
94492,TX,SY,SY,5/18/05,5,5,2005
138958,TX,,,5/10/05,5,5,2005
128038,TX,ASY,ASY,5/6/05,5,4,2005
128038,TX,ASY,ASY,5/11/05,4,4,2005
128038,TX,ASY,ASY,5/6/05,5,5,2005
128038,TX,SY,SY,5/30/05,3,3,2005
128038,TX,ASY,ASY,5/5/05,4,3,2005
128038,TX,ASY,ASY,5/3/05,3,3,2005
128038,TX,ASY,ASY,5/13/05,3,2,2005
128038,TX,SY,SY,5/8/05,2,0,2005
128038,TX,SY,SY,5/18/05,4,4,2005
128038,TX,ASY,ASY,5/3/05,6,6,2005
128038,TX,ASY,ASY,5/4/05,5,3,2005
128038,TX,ASY,ASY,5/3/05,7,5,2005
128038,TX,ASY,ASY,5/10/05,5,0,2005
128038,TX,ASY,ASY,4/26/05,5,2,2005
128038,TX,ASY,ASY,5/3/05,5,5,2005
128038,TX,ASY,ASY,5/3/05,5,2,2005
127878,TX,SY,SY,5/2/05,5,5,2005
127878,TX,ASY,ASY,5/14/05,5,4,2005
127878,TX,SY,SY,5/6/05,5,5,2005
127878,TX,SY,SY,5/16/05,4,4,2005
90790,TX,ASY,ASY,4/12/05,6,6,2005
90790,TX,ASY,ASY,4/16/05,6,3,2005
90790,TX,ASY,ASY,5/1/05,5,1,2005
90790,TX,ASY,ASY,4/13/05,7,5,2005
90790,TX,ASY,ASY,4/27/05,5,4,2005
90790,TX,ASY,ASY,4/21/05,6,6,2005
90790,TX,ASY,ASY,4/12/05,7,3,2005
90790,TX,SY,SY,5/10/05,5,5,2005
90790,TX,ASY,ASY,4/16/05,6,4,2005
90790,TX,ASY,ASY,4/13/05,6,6,2005
90790,TX,SY,SY,5/8/05,4,2,2005
90790,TX,ASY,ASY,4/11/05,6,5,2005
90790,TX,ASY,ASY,4/12/05,7,7,2005
90790,TX,ASY,ASY,4/14/05,6,5,2005
93346,TX,,,5/20/05,4,2,2005
93346,TX,,,4/28/05,6,6,2005
93346,TX,,,4/30/05,5,5,2005
93346,TX,,,5/12/05,5,0,2005
93346,TX,,,5/2/05,6,6,2005
93346,TX,,,4/17/05,5,5,2005
93346,TX,,,5/3/05,4,4,2005
93346,TX,,,4/29/05,5,4,2005
93346,TX,,,4/18/05,5,5,2005
93346,TX,,,4/17/05,5,4,2005
93346,TX,,,4/12/05,6,5,2005
93346,TX,,,4/18/05,5,3,2005
93346,TX,,,5/17/05,5,0,2005
93346,TX,,,5/11/05,6,5,2005
93346,TX,,,5/15/05,6,6,2005
93346,TX,,,5/19/05,3,3,2005
93346,TX,,,4/27/05,4,3,2005
93346,TX,,,5/9/05,4,4,2005
93346,TX,,,4/19/05,6,6,2005
93346,TX,,,5/2/05,5,5,2005
93346,TX,,,4/25/05,5,0,2005
93346,TX,,,5/3/05,5,4,2005
93346,TX,,,4/24/05,6,6,2005
93346,TX,,,6/4/05,4,3,2005
93346,TX,,,5/11/05,6,6,2005
93346,TX,,,4/30/05,6,4,2005
93346,TX,,,5/4/05,6,5,2005
93346,TX,,,4/25/05,3,0,2005
93346,TX,,,5/12/05,6,6,2005
144290,TX,,,5/13/06,1,0,2006
144290,TX,,,5/6/06,5,4,2006
144290,TX,,,4/30/06,4,4,2006
144290,TX,,,5/2/06,6,6,2006
144290,TX,,,5/9/06,5,5,2006
144290,TX,,,5/5/06,4,3,2006
144290,TX,,,4/18/06,5,3,2006
144290,TX,,,4/14/06,6,1,2006
144290,TX,,,4/12/06,6,3,2006
144290,TX,,,4/7/06,3,3,2006
144290,TX,,,4/16/06,6,3,2006
144290,TX,,,4/15/06,5,0,2006
144560,TX,ASY,ASY,4/21/06,5,5,2006
144560,TX,SY,SY,5/23/06,5,0,2006
144560,TX,SY,SY,5/8/06,6,4,2006
144560,TX,ASY,SY,4/27/06,4,3,2006
94210,TX,ASY,ASY,4/30/06,5,5,2006
94210,TX,ASY,SY,4/21/06,1,0,2006
94210,TX,ASY,ASY,4/27/06,5,3,2006
94210,TX,ASY,SY,4/24/06,4,4,2006
94210,TX,ASY,ASY,4/24/06,5,5,2006
94210,TX,ASY,SY,4/26/06,3,2,2006
94210,TX,ASY,ASY,5/3/06,6,5,2006
94210,TX,ASY,ASY,4/24/06,5,5,2006
94210,TX,ASY,ASY,5/7/06,5,4,2006
94210,TX,ASY,ASY,4/24/06,5,4,2006
94210,TX,ASY,ASY,4/27/06,5,5,2006
94210,TX,ASY,ASY,4/19/06,5,4,2006
94210,TX,ASY,ASY,5/2/06,7,5,2006
94210,TX,ASY,ASY,4/9/06,6,4,2006
94210,TX,ASY,ASY,4/12/06,5,1,2006
94210,TX,ASY,SY,4/24/06,5,4,2006
94210,TX,ASY,ASY,4/16/06,6,5,2006
94210,TX,ASY,SY,4/18/06,6,5,2006
94210,TX,ASY,ASY,5/7/06,5,3,2006
94210,TX,ASY,SY,4/20/06,5,5,2006
94210,TX,ASY,ASY,4/13/06,7,5,2006
94210,TX,ASY,SY,4/23/06,5,5,2006
94210,TX,ASY,ASY,4/24/06,4,3,2006
94210,TX,ASY,ASY,4/13/06,6,6,2006
94210,TX,SY,ASY,6/17/06,4,3,2006
138825,TX,,,4/22/06,7,6,2006
138825,TX,,,4/23/06,4,3,2006
138825,TX,,,4/23/06,7,6,2006
138825,TX,,,4/18/06,5,5,2006
138825,TX,,,4/17/06,6,4,2006
138825,TX,,,4/16/06,5,4,2006
138825,TX,,,4/14/06,6,5,2006
138825,TX,,,4/18/06,5,5,2006
138825,TX,,,4/22/06,5,5,2006
138825,TX,,,4/20/06,5,3,2006
138825,TX,,,4/22/06,6,6,2006
138825,TX,,,4/22/06,5,5,2006
138825,TX,,,4/17/06,6,5,2006
138825,TX,,,4/23/06,5,4,2006
138825,TX,,,4/24/06,6,5,2006
138825,TX,,,4/18/06,5,4,2006
138825,TX,,,4/20/06,7,6,2006
83912,TX,,,4/13/06,6,5,2006
83912,TX,,,4/13/06,3,1,2006
83912,TX,,,4/17/06,5,3,2006
83912,TX,,,4/16/06,6,3,2006
83912,TX,,,4/19/06,3,3,2006
83912,TX,,,4/20/06,6,3,2006
83912,TX,,,4/19/06,5,3,2006
83912,TX,,,4/18/06,5,3,2006
83912,TX,,,4/15/06,5,3,2006
83912,TX,,,4/19/06,6,4,2006
83912,TX,,,4/17/06,5,3,2006
83912,TX,,,4/16/06,5,3,2006
83912,TX,,,4/16/06,5,3,2006
83912,TX,,,4/15/06,5,3,2006
83912,TX,,,5/12/06,4,3,2006
83912,TX,,,4/26/06,5,3,2006
83912,TX,,,5/8/06,5,5,2006
83912,TX,,,5/3/06,5,3,2006
83912,TX,,,4/18/06,4,3,2006
83912,TX,,,4/17/06,5,4,2006
83912,TX,,,4/14/06,7,3,2006
83912,TX,,,4/17/06,5,4,2006
83912,TX,,,4/13/06,6,4,2006
83912,TX,,,4/19/06,6,3,2006
83912,TX,,,5/4/06,5,3,2006
83912,TX,,,4/18/06,9,4,2006
83912,TX,,,4/13/06,6,4,2006
83912,TX,,,4/14/06,5,3,2006
146510,TX,ASY,SY,6/7/06,4,4,2006
101993,TX,SY,SY,6/12/06,4,0,2006
101993,TX,SY,SY,5/9/06,5,0,2006
101993,TX,ASY,ASY,4/23/06,5,5,2006
101993,TX,SY,SY,5/12/06,4,3,2006
101993,TX,ASY,ASY,4/23/06,6,3,2006
101993,TX,ASY,ASY,5/9/06,6,5,2006
101993,TX,SY,SY,5/8/06,5,5,2006
101993,TX,ASY,ASY,4/22/06,7,7,2006
101993,TX,SY,SY,5/5/06,6,6,2006
101993,TX,SY,SY,5/6/06,6,6,2006
101993,TX,SY,SY,5/9/06,5,3,2006
101993,TX,ASY,SY,4/28/06,2,0,2006
101993,TX,ASY,SY,5/23/06,6,6,2006
101993,TX,SY,SY,5/5/06,5,5,2006
101993,TX,ASY,ASY,4/19/06,7,6,2006
101993,TX,SY,SY,5/7/06,5,5,2006
101993,TX,SY,ASY,5/2/06,4,4,2006
101993,TX,SY,SY,5/14/06,5,4,2006
101993,TX,SY,SY,5/6/06,4,4,2006
101993,TX,SY,SY,5/9/06,5,3,2006
101993,TX,SY,SY,4/27/06,5,3,2006
101993,TX,ASY,ASY,4/23/06,5,5,2006
101993,TX,SY,SY,5/11/06,5,5,2006
101993,TX,ASY,ASY,4/23/06,5,5,2006
101993,TX,SY,SY,5/8/06,5,2,2006
101993,TX,SY,SY,6/13/06,4,3,2006
101993,TX,SY,SY,5/5/06,6,5,2006
101993,TX,ASY,ASY,4/25/06,5,4,2006
142895,TX,ASY,,4/26/06,4,2,2006
142895,TX,,,5/16/06,5,5,2006
142895,TX,,,5/13/06,4,3,2006
142895,TX,,,5/10/06,4,4,2006
142895,TX,,,5/15/06,3,3,2006
142895,TX,,,5/14/06,5,4,2006
142895,TX,,,5/15/06,2,0,2006
142895,TX,,,5/12/06,4,0,2006
142895,TX,,,5/12/06,4,0,2006
142895,TX,,,5/18/06,5,4,2006
142895,TX,,,5-17/5-18,5,5,2006
142895,TX,,,5/12/06,5,1,2006
142895,TX,,,5-1/5-3,5,5,2006
83533,TX,,,4/12/06,6,5,2006
83533,TX,,,5/3/06,3,1,2006
83533,TX,,,4/13/06,4,2,2006
83533,TX,,,4-16/4-8,5,4,2006
83533,TX,,,4/20/06,6,5,2006
83533,TX,,,4/20/06,5,2,2006
83533,TX,,,4/20/06,4,3,2006
83533,TX,,,4/21/06,5,4,2006
83533,TX,,,4/25/06,5,5,2006
83533,TX,,,4/18/06,5,4,2006
83533,TX,,,4-9/4-12,4,2,2006
83533,TX,,,4/17/06,6,3,2006
