Cust. #,State,Male ,Female,1st egg,Eggs,Fledge,Year
141460,TX,SY,ASY,5/7/04,3,0,2004
141460,TX,ASY,ASY,4/24/04,5,2,2004
141460,TX,SY,SY,4/29/04,4,4,2004
141460,TX,ASY,ASY,4/25/04,6,6,2004
141460,TX,SY,SY,5/2/04,5,4,2004
141460,TX,SY,SY,5/1/04,4,3,2004
39752,AL,ASY,ASY,4/22/95,5,5,1995
39752,AL,SY,SY,5/17/95,4,3,1995
39752,AL,SY,SY,5/2/95,5,3,1995
39752,AL,ASY,ASY,5/3/95,5,0,1995
39752,AL,SY,SY,5/2/95,6,0,1995
39752,AL,ASY,ASY,4/21/95,5,5,1995
39752,AL,,,5/5/95,5,4,1995
39752,AL,SY,SY,5/1/95,4,4,1995
39752,AL,ASY,SY,5/3/95,6,4,1995
39752,AL,SY,ASY,5/1/95,5,5,1995
39752,AL,ASY,ASY,5/3/95,5,4,1995
39752,AL,SY,SY,5/9-5/10,4,3,1995
39752,AL,,,5/9-5/11,3,3,1995
39752,AL,ASY,ASY,5/4/96,5,5,1996
39752,AL,ASY,ASY,5/4/96,7,5,1996
39752,AL,ASY,ASY,5/5/96,6,5,1996
39752,AL,SY,SY,5/6/96,6,5,1996
39752,AL,ASY,SY,5/15/96,3,3,1996
39752,AL,SY,SY,5/6/96,5,3,1996
39752,AL,ASY,SY,5/8/96,5,4,1996
39752,AL,ASY,ASY,4/25/96,6,5,1996
39752,AL,ASY,SY,5/5/96,7,6,1996
39752,AL,SY,SY,5/13/96,1,0,1996
39752,AL,ASY,SY,5/8/96,5,5,1996
39752,AL,SY,SY,5/21/96,4,4,1996
39752,AL,ASY,ASY,5/5/96,4,4,1996
39752,AL,ASY,ASY,5/2/96,5,0,1996
39752,AL,ASY,ASY,5/3/96,4,4,1996
39752,AL,SY,SY,5/10/96,3,0,1996
39752,AL,SY,SY,5/13/96,5,3,1996
39752,AL,ASY,ASY,5/4/97,6,6,1997
39752,AL,ASY,ASY,4/13/97,5,5,1997
39752,AL,ASY,ASY,4/22/97,5,5,1997
39752,AL,ASY,ASY,4/20/97,6,6,1997
39752,AL,ASY,ASY,4/26/97,5,4,1997
39752,AL,ASY,ASY,4/20/97,5,4,1997
39752,AL,ASY,SY,4/28/97,7,6,1997
39752,AL,ASY,ASY,4/11/97,6,5,1997
39752,AL,ASY,SY,4/19/97,5,4,1997
39752,AL,SY,ASY,4/18/97,5,4,1997
39752,AL,ASY,ASY,4/11/97,6,5,1997
39752,AL,ASY,ASY,4/20/97,5,5,1997
39752,AL,ASY,SY,4/21/97,6,5,1997
39752,AL,ASY,ASY,4/19/97,6,6,1997
39752,AL,SY,SY,5/16/97,5,4,1997
39752,AL,SY,SY,5/1/97,4,1,1997
39752,AL,SY,SY,5/5/97,4,4,1997
39752,AL,SY,SY,5/4/97,4,2,1997
39752,AL,ASY,ASY,5/4/97,6,6,1997
39752,AL,ASY,ASY,4/13/97,5,5,1997
39752,AL,ASY,ASY,4/22/97,5,5,1997
39752,AL,ASY,ASY,4/20/97,6,6,1997
39752,AL,ASY,ASY,4/26/97,5,4,1997
39752,AL,ASY,ASY,4/20/97,5,4,1997
39752,AL,ASY,SY,4/28/97,7,6,1997
39752,AL,ASY,ASY,4/11/97,6,5,1997
39752,AL,ASY,SY,4/19/97,5,4,1997
39752,AL,SY,ASY,4/18/97,5,4,1997
39752,AL,ASY,ASY,4/11/97,6,5,1997
39752,AL,ASY,ASY,4/20/97,5,5,1997
39752,AL,ASY,SY,4/21/97,6,5,1997
39752,AL,ASY,ASY,4/19/97,6,6,1997
39752,AL,SY,SY,5/16/97,5,4,1997
39752,AL,SY,SY,5/1/97,4,1,1997
39752,AL,SY,SY,5/5/97,4,4,1997
39752,AL,SY,SY,5/4/97,4,2,1997
39752,AL,SY,SY,5/24/98,2,0,1998
39752,AL,SY,SY,4/25/98,4,0,1998
39752,AL,SY,SY,4/26/98,4,4,1998
39752,AL,SY,SY,5/18/98,4,0,1998
39752,AL,SY,SY,5/13/98,4,3,1998
39752,AL,ASY,ASY,5/10/98,5,4,1998
39752,AL,ASY,ASY,4/5/98,8,5,1998
39752,AL,ASY,SY,5/1/98,5,0,1998
39752,AL,SY,SY,4/13-4/17,5,4,1998
39752,AL,SY,ASY,4/16/98,4,4,1998
39752,AL,ASY,SY,4/16/98,4,4,1998
39752,AL,ASY,SY,4/14/98,5,4,1998
39752,AL,ASY,ASY,4/14/98,5,5,1998
39752,AL,ASY,ASY,4/4/98,5,5,1998
39752,AL,ASY,ASY,4/7-4/9,4,4,1998
39752,AL,ASY,SY,5/10/98,4,4,1998
39752,AL,SY,SY,5/9/98,4,3,1998
39752,AL,SY,SY,4/23/98,5,3,1998
39752,AL,ASY,ASY,5/10/98,3,3,1998
39752,AL,SY,SY,5/9-5/10,3,3,1998
39752,AL,SY,SY,5/21/98,4,3,1998
39752,AL,ASY,ASY,4/12/98,5,5,1998
39752,AL,ASY,SY,5/18/98,5,0,1998
39752,AL,ASY,ASY,4/20/98,6,5,1998
99129,AL,ASY,ASY,5/7/98,4,3,1998
99129,AL,SY,,5/19/98,5,5,1998
99129,AL,SY,,5/16/98,4,0,1998
99129,AL,SY,,6/27/98,6,0,1998
99129,AL,ASY,ASY,5/9/98,6,5,1998
99880,AL,SY,SY,5/20/98,4,4,1998
99880,AL,ASY,ASY,5/13-5/15,5,5,1998
39752,AL,ASY,SY,4/9/99,6,1,1999
39752,AL,ASY,ASY,3/30/99,6,6,1999
39752,AL,ASY,ASY,3/28/99,5,5,1999
39752,AL,SY,ASY,5/5/99,6,5,1999
39752,AL,ASY,SY,4/12/99,6,0,1999
39752,AL,SY,SY,5/14/99,5,5,1999
39752,AL,SY,SY,5/13/99,5,5,1999
39752,AL,ASY,ASY,4/12/99,6,5,1999
39752,AL,ASY,ASY,4/9/99,7,7,1999
39752,AL,ASY,ASY,4/9/99,4,4,1999
39752,AL,ASY,ASY,4/10/99,7,6,1999
39752,AL,SY,ASY,4/7/99,7,5,1999
39752,AL,ASY,ASY,4/6/99,5,5,1999
39752,AL,SY,ASY,4/7/99,5,4,1999
39752,AL,SY,SY,4/8/99,2,0,1999
39752,AL,SY,ASY,4/9/99,3,2,1999
39752,AL,SY,SY,4/7/99,5,5,1999
39752,AL,ASY,ASY,4/30/99,5,5,1999
39752,AL,ASY,ASY,4/8/99,5,4,1999
39752,AL,ASY,ASY,4/2/99,5,5,1999
39752,AL,ASY,ASY,4/13/99,7,7,1999
39752,AL,SY,SY,5/22/99,4,3,1999
39752,AL,ASY,ASY,4/19/99,5,5,1999
39752,AL,SY,SY,4/20/99,5,0,1999
39752,AL,SY,SY,5/23/99,2,2,1999
39752,AL,SY,ASY,4/10/99,6,0,1999
39752,AL,SY,ASY,5/23/99,5,5,1999
105327,AL,ASY,,4/23-4/27,6,6,1999
105327,AL,ASY,,4/22/99,5,5,1999
105327,AL,,SY,4/29/99,5,5,1999
105327,AL,ASY,,4/26/99,5,6,1999
105327,AL,ASY,,4/25/99,6,5,1999
105327,AL,ASY,,4/22/99,5,5,1999
105327,AL,ASY,ASY,4/22/99,7,4,1999
105327,AL,ASY,,-,5,4,1999
105327,AL,ASY,ASY,4/23/99,5,6,1999
105327,AL,ASY,ASY,4/28-4/29,5,5,1999
105327,AL,ASY,ASY,4/22/99,5,3,1999
105327,AL,,,4/30/99,6,0,1999
105327,AL,ASY,,4/22/99,7,3,1999
105327,AL,,SY,5/3/99,4,3,1999
105327,AL,,,5/2/99,5,5,1999
105327,AL,SY,SY,5/21-6/3,4,4,1999
105327,AL,ASY,,5/1/99,5,0,1999
105327,AL,ASY,,5/28/99,5,3,1999
105327,AL,SY,,5/19/99,4,4,1999
43391,AL,,,5-7/5-9,5,4,2000
43391,AL,,,5-7/5-9,6,0,2000
43391,AL,,,5/12/00,5,4,2000
43391,AL,,,5/18/00,5,5,2000
43391,AL,,,5-14/5-16,5,5,2000
39752,AL,ASY,ASY,4/5/00,6,4,2000
39752,AL,ASY,ASY,4/21/00,5,3,2000
39752,AL,ASY,SY,4/6/00,5,5,2000
39752,AL,ASY,SY,5/18/00,4,0,2000
39752,AL,ASY,ASY,4/12/00,6,5,2000
39752,AL,ASY,SY,4/9/00,5,5,2000
39752,AL,ASY,ASY,3/30/00,6,5,2000
39752,AL,ASY,ASY,5/30/00,4,3,2000
39752,AL,SY,SY,4/14/00,4,3,2000
39752,AL,ASY,ASY,4/4/00,5,5,2000
39752,AL,ASY,ASY,6/1/00,4,4,2000
39752,AL,SY,SY,,5,0,2000
39752,AL,SY,SY,4/17/00,5,4,2000
39752,AL,SY,ASY,4/15/00,6,5,2000
39752,AL,ASY,ASY,4/16/00,6,3,2000
39752,AL,SY,SY,5/1/00,5,5,2000
39752,AL,SY,SY,5/10/00,4,4,2000
39752,AL,ASY,SY,4/16/00,7,5,2000
39752,AL,SY,ASY,4/26/00,4,4,2000
39752,AL,SY,SY,4/15/00,4,4,2000
39752,AL,SY,ASY,4/7/00,5,4,2000
39752,AL,SY,SY,5/19/00,2,0,2000
39752,AL,SY,SY,5/18/00,3,0,2000
39752,AL,ASY,SY,4/29/00,5,2,2000
108908,AL,SY,,5/26/01,4,1,2001
108908,AL,,,5/22/01,4,4,2001
108908,AL,,,5/16/01,4,4,2001
108908,AL,,,5/2/01,5,5,2001
108908,AL,,,5/8/01,4,4,2001
108908,AL,,,5/10/01,4,4,2001
108908,AL,,,5/1/01,5,5,2001
108908,AL,,,5/24/01,2,1,2001
108908,AL,,,5/21/01,5,3,2001
108908,AL,,,5/22/01,4,4,2001
108908,AL,,,5/10/01,2,1,2001
108908,AL,,,4/23/01,6,5,2001
108908,AL,,,4/26/01,4,4,2001
108908,AL,,,5/2/01,4,5,2001
108908,AL,,,5/5/01,5,5,2001
108908,AL,,,5/7/01,5,5,2001
108908,AL,,,5/10/01,5,5,2001
108908,AL,,,5/2/01,3,3,2001
108908,AL,,,4/25/01,5,5,2001
108908,AL,,,4/25/01,4,2,2001
108908,AL,,,5/2/01,4,4,2001
108908,AL,,,5/24/01,2,1,2001
108908,AL,,,4/25/01,4,4,2001
108908,AL,,,5/8/01,4,4,2001
108908,AL,,,5/3/01,4,5,2001
108908,AL,ASY,,4/18/01,5,0,2001
108908,AL,,,4/27/01,6,5,2001
108908,AL,,,4/23/01,4,0,2001
108908,AL,,,5/17/01,5,5,2001
108908,AL,,,4/25/01,5,5,2001
108908,AL,,,5/1/01,3,3,2001
108908,AL,ASY,,4/16/01,2,2,2001
108908,AL,,,4/25/01,5,5,2001
108908,AL,,,4/30/01,5,4,2001
108908,AL,,,5/24/01,2,1,2001
108908,AL,,,5/18/01,5,5,2001
131604,AL,ASY,ASY,5/2/02,5,4,2002
131604,AL,ASY,ASY,5/10/02,3,3,2002
131604,AL,ASY,ASY,6/1/02,4,4,2002
131604,AL,ASY,ASY,5/31/02,1,0,2002
131604,AL,ASY,ASY,4/29/02,5,0,2002
122928,AL,ASY,ASY,5/23/04,5,5,2004
122928,AL,,,5/23/04,5,4,2004
122928,AL,,,5/23/04,5,5,2004
122928,AL,,,5/23/04,4,4,2004
122928,AL,,,5/23/04,5,5,2004
122928,AL,,,5/31/04,4,4,2004
122928,AL,,,5/31/04,5,5,2004
122928,AL,,,5/24/05,6,6,2005
122928,AL,,,5/16/05,5,4,2005
122928,AL,,,5/16/05,5,5,2005
122928,AL,,,5/16/05,5,5,2005
122928,AL,,,5/26/05,4,1,2005
122928,AL,,,6/17/05,3,3,2005
122928,AL,,,5/17/05,6,6,2005
122928,AL,,,5/31/05,5,4,2005
122928,AL,,,5/21/05,5,5,2005
122928,AL,,,5/25/05,5,5,2005
122928,AL,,,5/25/05,5,5,2005
122928,AL,,,6/1/05,4,0,2005
122928,AL,,,5/21/05,4,3,2005
122928,AL,,,5/26/05,5,5,2005
122928,AL,,,5/10/05,5,3,2005
122928,AL,,,6/16/05,4,4,2005
122928,AL,,,5/19/05,6,5,2005
122928,AL,,,5/24/05,6,6,2005
133537,AL,ASY,,5/16/05,4,3,2005
133537,AL,,,5/22/05,4,0,2005
133537,AL,ASY,ASY,4/25/05,5,3,2005
133537,AL,,,5/22/05,4,2,2005
133537,AL,ASY,,5/14/05,5,3,2005
133537,AL,,,5/15/05,5,3,2005
133537,AL,,SY,5/22/05,5,5,2005
133537,AL,ASY,,5/15/05,5,5,2005
133537,AL,ASY,ASY,5/16/05,6,6,2005
133537,AL,ASY,ASY,5/12/05,6,6,2005
133537,AL,ASY,,5/15/05,5,5,2005
133537,AL,ASY,,5/16/05,6,6,2005
133537,AL,ASY,,5/10/05,6,6,2005
133537,AL,,,5/12/05,5,0,2005
133537,AL,,,6/20/05,4,3,2005
133537,AL,,,5/17/05,6,0,2005
133537,AL,,SY,5/18/05,4,4,2005
133537,AL,,,5/17/05,4,4,2005
133537,AL,ASY,SY,5/12/05,6,6,2005
133537,AL,,,5/15/05,5,5,2005
133537,AL,ASY,SY,5/11/05,6,6,2005
133537,AL,ASY,,5/12/05,5,4,2005
133537,AL,,,5/12/05,5,5,2005
133537,AL,,,5/14/05,5,5,2005
133537,AL,,,5/13/05,5,5,2005
133537,AL,,,5/18/05,4,3,2005
133537,AL,,,5/12/05,5,4,2005
133537,AL,,,5/13/05,5,4,2005
133537,AL,,,5/18/05,5,2,2005
133537,AL,,,5/12/05,5,4,2005
133537,AL,,,5/12/05,5,2,2005
133537,AL,,,5/12/05,4,4,2005
133537,AL,,,5/12/05,5,5,2005
133537,AL,,,5/16/05,3,1,2005
133537,AL,,,5/23/05,3,1,2005
133537,AL,,,5/16/05,3,0,2005
133537,AL,,,5/14/05,4,3,2005
133537,AL,,,5/14/05,4,0,2005
133537,AL,,,5/26/05,6,0,2005
133537,AL,,,5/9/05,4,3,2005
133537,AL,ASY,SY,4/24/05,5,4,2005
133537,AL,,,5/17/05,5,4,2005
133537,AL,,,5/5/05,6,6,2005
133537,AL,,,5/18/05,3,0,2005
133537,AL,,,4/22/06,5,5,2006
133537,AL,,,4/25/06,5,0,2006
133537,AL,,,5/25/06,7,3,2006
133537,AL,,,4/27/06,6,6,2006
133537,AL,,,5/10/06,3,3,2006
133537,AL,,,4/30/06,5,0,2006
133537,AL,,,5/25/06,6,5,2006
133537,AL,,,4/24/06,5,5,2006
133537,AL,,,5/6/06,5,0,2006
133537,AL,,,6/10/06,2,0,2006
133537,AL,,,4/28/06,5,5,2006
133537,AL,,,4/22/06,6,5,2006
133537,AL,,,5/22/06,5,5,2006
133537,AL,,,5/20/06,5,5,2006
133537,AL,,,4/30/06,6,5,2006
133537,AL,,,5/4/06,5,0,2006
133537,AL,,,6/16/06,4,4,2006
133537,AL,,,5/5/06,5,4,2006
133537,AL,,,4/23/06,5,1,2006
133537,AL,,,5/23/06,4,1,2006
133537,AL,,,4/29/06,5,3,2006
133537,AL,,,5/26/06,4,4,2006
133537,AL,,,5/6/06,5,5,2006
133537,AL,,,4/23/06,5,5,2006
133537,AL,,,6/7/06,4,2,2006
133537,AL,,,5/22/06,4,3,2006
133537,AL,,,5/21/06,5,5,2006
133537,AL,,,5/23/06,5,5,2006
133537,AL,,,4/23/06,3,0,2006
133537,AL,,,5/26/06,4,4,2006
133537,AL,,,4/25/06,5,0,2006
133537,AL,,,5/17/06,8,3,2006
133537,AL,,,4/23/06,6,0,2006
133537,AL,,,5/25/06,5,1,2006
133537,AL,,,4/29/06,6,4,2006
133537,AL,,,5/25/06,4,4,2006
133537,AL,,,4/24/06,6,6,2006
133537,AL,,,4/26/06,5,4,2006
133537,AL,,,4/22/06,5,4,2006
133537,AL,,,4/25/06,6,4,2006
133537,AL,,,4/22/06,6,5,2006
133537,AL,,,4/24/06,6,4,2006
133537,AL,,,4/23/06,5,0,2006
133537,AL,,,5/28/06,4,4,2006
133537,AL,,,5/3/06,5,0,2006
133537,AL,,,6/14/06,2,0,2006
133537,AL,,,4/27/06,4,0,2006
133537,AL,,,4/23/06,4,4,2006
133537,AL,,,5/17/06,6,4,2006
133537,AL,,,5/23/06,5,5,2006
133537,AL,,,5/27/06,5,0,2006
141813,AL,ASY,ASY,5/17/06,5,3,2006
133537,AL,,,5/4/07,6,6,2007
133537,AL,,,5/6/07,7,5,2007
133537,AL,,,5/10/07,5,5,2007
133537,AL,,,5/3/07,5,4,2007
133537,AL,,,5/14/07,5,5,2007
133537,AL,,,5/9/07,5,5,2007
133537,AL,,,5/7/07,6,5,2007
133537,AL,,,5/10/07,5,2,2007
133537,AL,,,5/11/07,5,5,2007
133537,AL,,,5/5/07,6,5,2007
133537,AL,,,5/7/07,5,5,2007
133537,AL,,,5/26/07,5,3,2007
133537,AL,,,5/7/07,4,3,2007
133537,AL,,,5/6/07,6,6,2007
133537,AL,,,5/8/07,5,5,2007
133537,AL,,,5/4/07,5,5,2007
133537,AL,,,5/7/07,5,5,2007
133537,AL,,,5/10/07,6,5,2007
133537,AL,,,5/11/07,5,5,2007
133537,AL,,,5/5/07,6,6,2007
133537,AL,,,5/2/07,6,5,2007
133537,AL,,,5/3/07,7,7,2007
133537,AL,,,5/3/07,4,4,2007
133537,AL,,,5/6/07,5,4,2007
133537,AL,,,5/7/07,5,5,2007
133537,AL,,,5/8/07,5,5,2007
133537,AL,,,5/6/07,5,5,2007
133537,AL,,,5/7/07,5,5,2007
133537,AL,,,5/6/07,6,6,2007
133537,AL,,,5/16/07,5,5,2007
133537,AL,,,5/10/07,5,4,2007
133537,AL,,,5/17/07,5,2,2007
133537,AL,,,5/25-5/27,2,1,2007
133537,AL,,,5/18/07,5,4,2007
133537,AL,,,5/7/07,6,6,2007
133537,AL,,,5/13/07,4,4,2007
133537,AL,,,5/3/07,6,6,2007
133537,AL,,,5/5/07,6,5,2007
133537,AL,,,5/6/07,4,4,2007
133537,AL,,,5/6/07,5,4,2007
133537,AL,,,5/26/07,5,3,2007
133537,AL,,,5/7/07,4,3,2007
133537,AL,,,6/11/07,8,2,2007
133537,AL,,,5/6/07,6,4,2007
133537,AL,,,5/8/07,5,4,2007
133537,AL,,,5/23/07,5,2,2007
133537,AL,,,5/5/07,5,5,2007
133537,AL,,,5/7/07,5,5,2007
133537,AL,,,5/26/07,4,4,2007
133537,AL,,,5/6/07,4,4,2007
133537,AL,,,5/12/07,5,5,2007
133537,AL,,,5/10/07,5,5,2007
133537,AL,,,6/2/07,4,4,2007
133537,AL,,,5/8/07,6,0,2007
133537,AL,,,5/13/07,5,3,2007
145937,AL,,,5/3/07,7,6,2007
145937,AL,,,5/4-5/5,5,4,2007
145937,AL,,,5/4-5/5,5,5,2007
145937,AL,,,5/5/07,7,7,2007
145937,AL,,,5/5/07,7,5,2007
145937,AL,,,5/8/07,6,6,2007
145937,AL,,,5/5/07,6,5,2007
145937,AL,,,5/5/07,6,6,2007
145937,AL,,,5/7/07,6,6,2007
145937,AL,,,5/4/07,6,6,2007
145937,AL,,,5/12/07,5,5,2007
145937,AL,,,5/3/07,6,5,2007
145937,AL,,,5/4-5/5,5,5,2007
145937,AL,,,5/10/07,5,5,2007
145937,AL,,,5/5/07,6,5,2007
145937,AL,,,5/6/07,5,5,2007
145937,AL,,,5/4-5/5,6,5,2007
145937,AL,,,5/4-5/5,5,5,2007
145937,AL,,,5/4-5/5,5,4,2007
145937,AL,,,5/5/07,6,6,2007
133537,AL,,,5/3/08,6,0,2008
133537,AL,,,5/11/08,4,1,2008
133537,AL,,,4/30/08,6,5,2008
133537,AL,,,5/2/08,5,4,2008
133537,AL,,,5/7/08,4,3,2008
133537,AL,,,4/30/08,5,5,2008
133538,AL,,,,6,0,2008
133537,AL,,,5/30/08,6,0,2008
133537,AL,,,4/29/08,6,6,2008
133537,AL,,,5/3/08,4,3,2008
133537,AL,,,5/1/08,6,6,2008
133537,AL,,,4/26/08,6,6,2008
133537,AL,,,5/26/08,4,4,2008
133537,AL,,,5/2/08,6,5,2008
133537,AL,,,5/6/08,5,0,2008
133537,AL,,,4/30/08,4,4,2008
133537,AL,,,4/30/08,6,6,2008
133537,AL,,,5/15/08,5,5,2008
133537,AL,,,5/9/08,4,2,2008
133537,AL,,,5/6/08,5,5,2008
133537,AL,,,5/24/08,5,4,2008
133537,AL,,,4/27/08,6,6,2008
133537,AL,,,4/29/08,6,6,2008
133537,AL,,,5/1/08,6,3,2008
133537,AL,,,4/27/08,5,4,2008
133537,AL,,,4/26/08,5,4,2008
133537,AL,,,4/28/08,6,6,2008
133537,AL,,,5/13/08,5,5,2008
133537,AL,,,5/7/08,5,5,2008
133537,AL,,,5/7/08,6,5,2008
133537,AL,,,5/8/08,5,0,2008
133537,AL,,,5/25/08,8,5,2008
133537,AL,,,4/28/08,6,5,2008
133537,AL,,,4/28/08,4,4,2008
133537,AL,,,4/27/08,4,3,2008
133537,AL,,,6/5/08,4,4,2008
133537,AL,,,5/18/08,7,5,2008
133537,AL,,,4/28/08,5,3,2008
133537,AL,,,4/27/08,6,4,2008
133537,AL,,,5/12/08,6,6,2008
133537,AL,,,5/3/08,5,4,2008
133537,AL,,,5/2/09,5,0,2009
133537,AL,,,5/2/09,6,6,2009
133537,AL,,,5/6/09,5,3,2009
133537,AL,,,5/2/09,5,4,2009
133537,AL,,,5/2/09,6,6,2009
133537,AL,,,5/2/09,5,5,2009
133537,AL,,,4/28/09,5,4,2009
133537,AL,,,6/9/09,5,5,2009
133537,AL,,,4/29/09,6,6,2009
133537,AL,,,5/3/09,6,3,2009
133537,AL,,,5/5/09,4,4,2009
133537,AL,,,5/5/09,6,6,2009
133537,AL,,,5/4/09,6,5,2009
133537,AL,,,5/16/09,4,0,2009
133537,AL,,,5/1/09,6,6,2009
133537,AL,,,5/1/09,5,0,2009
133537,AL,,,5/27/09,3,3,2009
133537,AL,,,5/1/09,6,6,2009
133537,AL,,,5/12/09,2,0,2009
133537,AL,,,5/25/09,5,1,2009
133537,AL,,,5/8/09,6,6,2009
133537,AL,,,5/9/09,5,2,2009
133537,AL,,,5/3/09,5,5,2009
133537,AL,,,5/2/09,5,4,2009
133537,AL,,,4/28/09,5,4,2009
133537,AL,,,5/12/09,4,3,2009
133537,AL,,,5/14/09,4,4,2009
133537,AL,,,4/30/09,6,5,2009
133537,AL,,,4/30/09,6,6,2009
133537,AL,,,5/5/09,5,5,2009
133537,AL,,,5/7/09,6,4,2009
133537,AL,,,5/25/09,4,4,2009
133537,AL,,,5/2/09,5,4,2009
133537,AL,,,4/30/09,2,0,2009
133537,AL,,,5/14/09,4,4,2009
133537,AL,,,5/16/09,5,5,2009
133537,AL,,,5/17/09,6,6,2009
133537,AL,,,5/1/09,5,4,2009
133537,AL,,,4/30/09,5,4,2009
133537,AL,,,4/29/09,5,5,2009
133537,AL,,,5/27/09,4,4,2009
133537,AL,,,5/1/09,6,0,2009
133537,AL,,,6/1/09,5,3,2009
133537,AL,,,5/9/10,4,4,2010
133537,AL,,,"5-11,5-13",7,6,2010
133537,AL,,,5/18/10,5,3,2010
133537,AL,,,5/17/10,5,5,2010
133537,AL,,,4/24/10,6,5,2010
133537,AL,,,4/22/10,6,6,2010
133537,AL,,,5/10/10,5,5,2010
133537,AL,,,6/11/10,5,4,2010
133537,AL,,,5/14/10,5,5,2010
133537,AL,,,"4/21,5/20",8,4,2010
133537,AL,,,5/13/10,6,6,2010
133537,AL,,,5/22/10,5,3,2010
133537,AL,,,5/11/10,4,4,2010
133537,AL,,,5/13/10,5,0,2010
133537,AL,,,5/19/10,4,4,2010
133537,AL,,,5/23/10,5,3,2010
133537,AL,,,4/28/10,6,4,2010
133537,AL,,,5/22/10,4,3,2010
133537,AL,,,5/24/10,4,4,2010
133537,AL,,,5/20/10,6,6,2010
133537,AL,,,"5/3,5/6",7,6,2010
133537,AL,,,4/23/10,6,5,2010
133537,AL,,,"5/11,5/12",7,5,2010
133537,AL,,,5/8/10,4,4,2010
133537,AL,,,"5-14,6-13",8,3,2010
133537,AL,,,5/7/10,5,5,2010
133537,AL,,,5/8/10,4,3,2010
133537,AL,,,5/17/10,5,5,2010
133537,AL,,,5/20/10,5,4,2010
133537,AL,,,4/26/10,4,3,2010
133537,AL,,,5/10/10,4,4,2010
133537,AL,,,4/28/10,6,6,2010
133537,AL,,,4/26/10,5,4,2010
133537,AL,,,5/9/10,3,3,2010
133537,AL,,,4/23/10,9,0,2010
133537,AL,,,4/24/10,5,5,2010
159749,AL,ASY,ASY,4/26/11,4,4,2011
159749,AL,SY,ASY,5/8/11,3,2,2011
159749,AL,ASY,ASY,4/16/11,5,5,2011
159749,AL,ASY,ASY,4/22/11,4,4,2011
Slawuta,AL,ASY,ASY,6/16/11,5,0,2011
Slawuta,AL,ASY,ASY,6/19/11,7,4,2011
Slawuta,AL,ASY,ASY,6/16/11,6,1,2011
Slawuta,AL,ASY,ASY,6/9/11,5,5,2011
Slawuta,AL,SY,ASY,6/25/11,4,0,2011
Slawuta,AL,ASY,SY,6/18/11,3,0,2011
Slawuta,AL,,,6/28/11,1,0,2011
Slawuta,AL,ASY,ASY,6/16/11,5,0,2011
Slawuta,AL,,,6/19/11,4,2,2011
Slawuta,AL,ASY,ASY,6/15/11,6,5,2011
1425476,AL,,,5/6/13,6,5,2013
1425476,AL,,,4/30/13,5,3,2013
1425476,AL,,,5/17/13,5,3,2013
1425476,AL,,,5/15/13,5,4,2013
1425476,AL,,,5/20/13,5,5,2013
1425476,AL,,,4/28/13,5,1,2013
1425476,AL,,,5/4/13,6,5,2013
1425476,AL,,,5/14/13,5,5,2013
1425476,AL,,,5/1/13,4,4,2013
1425476,AL,,,4/28/13,6,3,2013
1425476,AL,,,5/2/13,5,2,2013
1425476,AL,,,5/18/13,6,6,2013
1425476,AL,,,5/16/13,3,3,2013
1425476,AL,,,5/2/13,8,6,2013
1425476,AL,,,5/17/13,5,4,2013
1425476,AL,,,5/14/13,6,6,2013
1425476,AL,,,5/20/13,6,5,2013
1425476,AL,,,5/16/13,4,4,2013
1425476,AL,,,5/26/13,4,4,2013
1425476,AL,,,4/30/13,7,6,2013
1425476,AL,,,5/15/13,5,5,2013
1425476,AL,,,5/3/13,4,4,2013
1425476,AL,,,5/15/13,6,6,2013
1425476,AL,,,5/14/13,6,6,2013
1425476,AL,,,5/16/13,6,6,2013
1425476,AL,,,5/17/13,5,5,2013
1425476,AL,,,5/15/13,5,5,2013
1425476,AL,,,5/15/13,5,5,2013
1425476,AL,,,5/21/13,4,0,2013
1425476,AL,,,5/16/13,5,5,2013
1425476,AL,,,5/15/13,4,4,2013
1425476,AL,,,5/18/13,3,3,2013
1425476,AL,,,5/14/13,7,7,2013
1425476,AL,,,5/3/13,3,2,2013
1425476,AL,,,5/3/13,4,2,2013
1425476,AL,,,5/2/13,7,4,2013
153003,AL,ASY,ASY,4/26/13,5,5,2013
153003,AL,ASY,ASY,4/21/13,5,4,2013
153003,AL,ASY,ASY,4/22/13,6,6,2013
153003,AL,ASY,ASY,5/6/13,0,0,2013
153003,AL,ASY,ASY,5/4/13,5,5,2013
153003,AL,ASY,ASY,4/23/13,5,5,2013
153003,AL,ASY,ASY,5/27/13,4,4,2013
153003,AL,ASY,ASY,4/28/13,5,5,2013
153003,AL,ASY,ASY,4/24/13,5,5,2013
153003,AL,ASY,ASY,4/24/13,0,0,2013
153003,AL,ASY,ASY,4/23/13,7,6,2013
153003,AL,ASY,ASY,4/24/13,6,6,2013
153003,AL,SY,SY,6/1/13,4,4,2013
153003,AL,ASY,ASY,4/21/14,5,5,2014
153003,AL,ASY,ASY,4/20/14,7,7,2014
153003,AL,ASY,ASY,4/28/14,5,4,2014
153003,AL,ASY,ASY,4/26/14,5,4,2014
153003,AL,ASY,ASY,4/28/14,6,6,2014
153003,AL,ASY,ASY,4/28/14,6,5,2014
153003,AL,ASY,ASY,4/28/14,5,5,2014
153003,AL,ASY,ASY,4/20/14,6,6,2014
