Year,Month,Mean,Anomaly,State
2011,9,63.1,-0.6,TX
2011,10,52.8,-0.5,TX
2011,11,43.5,1.5,TX
2011,12,36.5,1.7,TX
2012,1,36.5,3.4,TX
2012,2,40.6,3.9,TX
2012,3,50.8,7.5,TX
2012,4,56.6,4.8,TX
2012,5,63.3,3.1,TX
2012,6,69.6,2.1,TX
2012,7,71.6,1.3,TX
2012,8,71,1.5,TX
2012,9,64.1,0.4,TX
2012,10,53.2,-0.1,TX
2012,11,44.6,2.6,TX
2012,12,37.4,2.6,TX
2013,1,36.4,3.3,TX
2013,2,38.4,1.7,TX
2013,3,42.6,-0.7,TX
2013,4,48.9,-2.9,TX
2013,5,59.8,-0.4,TX
2013,6,69.7,2.2,TX
2013,7,69.9,-0.4,TX
2013,8,70.8,1.3,TX
2013,9,66.2,2.5,TX
2013,10,54.2,0.9,TX
2013,11,41.5,-0.5,TX
2013,12,32.9,-1.9,TX
2014,1,30,-3.1,TX
2014,2,35.7,-1,TX
2014,3,40.7,-2.6,TX
2014,4,51.7,-0.1,TX
2014,5,59,-1.2,TX
2014,6,69.8,2.3,TX
2014,7,70.3,0,TX
2014,8,70.6,1.1,TX
2014,9,66.2,2.5,TX
2014,10,56.4,3.1,TX
2014,11,39.4,-2.6,TX
2014,12,40.9,6.1,TX
2015,1,33.3,0.2,TX
2015,2,36.1,-0.6,TX
2015,3,45,1.7,TX
2015,4,55,3.2,TX
2015,5,61.3,1.1,TX
2015,6,68.6,1.1,TX
2015,7,71.9,1.6,TX
2015,8,70.5,1,TX
2015,9,66.9,3.2,TX
2015,10,56.8,3.5,TX
2015,11,46.3,4.3,TX
2015,12,38.8,4,TX
2016,1,34,0.9,TX
2016,2,39.7,3,TX
2016,3,48.2,4.9,TX
2016,4,53.5,1.7,TX
2016,5,60.4,0.2,TX
2016,6,68.9,1.4,TX
2016,7,73.4,3.1,TX
2016,8,70.9,1.4,TX
2016,9,66.7,3,TX
2016,10,57.7,4.4,TX
2016,11,49.6,7.6,TX
2016,12,38.9,4.1,TX
2017,1,38.6,5.5,TX
2017,2,44.8,8.1,TX
2017,3,50.7,7.4,TX
2017,4,54.2,2.4,TX
2017,5,59,-1.2,TX
2017,6,68.8,1.3,TX
2017,7,71.6,1.3,TX
2017,8,70.1,0.6,TX
2017,9,64.6,0.9,TX
2017,10,53.1,-0.2,TX
2017,11,47.4,5.4,TX
2017,12,35.9,1.1,TX
2018,1,29.9,-3.2,TX
2018,2,40,3.3,TX
2018,3,48.4,5.1,TX
2018,4,48.2,-3.6,TX
2018,5,65.1,4.9,TX
2018,6,71.9,4.4,TX
2018,7,72,1.7,TX
2018,8,71.1,1.6,TX
2018,9,66.8,3.1,TX
2018,10,56.1,2.8,TX
2018,11,40,-2,TX
2018,12,37.4,2.6,TX
2019,1,35.5,2.4,TX
2019,2,40.5,3.8,TX
2019,3,44.2,0.9,TX
2019,4,51.8,0,TX
2019,5,62.1,1.9,TX
2019,6,67.4,-0.1,TX
2019,7,70.8,0.5,TX
2019,8,73.4,3.9,TX
2019,9,69.9,6.2,TX
2019,10,52.1,-1.2,TX
2019,11,40.5,-1.5,TX
2019,12,37,2.2,TX
2020,1,38.7,5.6,TX
2020,2,37.3,0.6,TX
2020,3,52.6,9.3,TX
2020,4,52,0.2,TX
2020,5,61.4,1.2,TX
2020,6,68.4,0.9,TX
2020,7,73.4,3.1,TX
2020,8,71.4,1.9,TX
2020,9,62.6,-1.1,TX
2020,10,51.8,-1.5,TX
2020,11,47,5,TX
2020,12,34.3,-0.5,TX
2021,1,35.7,2.6,TX
2021,2,32,-4.7,TX
2021,3,46.2,2.9,TX
2021,4,51.3,-0.5,TX
2021,5,61.3,1.1,TX
2021,6,69.4,1.9,TX
2021,7,70.6,0.3,TX
2021,8,71,1.5,TX
2021,9,64.9,1.2,TX
2021,10,56.4,3.1,TX
2021,11,43.9,1.9,TX
2021,12,46,11.2,TX
2022,1,31.3,-1.8,TX
2022,2,31.6,-5.1,TX
2022,3,41.5,-1.8,TX
2022,4,55,3.2,TX
2022,5,64.6,4.4,TX
2022,6,71.1,3.6,TX
2022,7,74.3,4,TX
2022,8,72.3,2.8,TX
2022,9,65.3,1.6,TX
2022,10,53.1,-0.2,TX
2022,11,43.2,1.2,TX
2022,12,38.9,4.1,TX
2023,1,38.7,5.6,TX
2023,2,39.5,2.8,TX
2023,3,48,4.7,TX
2023,4,51.6,-0.2,TX
2023,5,62.3,2.1,TX
2023,6,69.8,2.3,TX
2023,7,73.7,3.4,TX
2023,8,73.9,4.4,TX
2023,9,69,5.3,TX
2023,10,56.5,3.2,TX
2023,11,45.4,3.4,TX
2023,12,39.3,4.5,TX
2024,1,32.3,-0.8,TX
2024,2,43.2,6.5,TX
2024,3,48.3,5,TX
2024,4,55.4,3.6,TX
2024,5,65.2,5,TX
2024,6,71.9,4.4,TX
2024,7,71.6,1.3,TX
2024,8,73.3,3.8,TX
2024,9,65.6,1.9,TX
1996,1,32.7,-1.7,MS
1996,2,37,-0.1,MS
1996,3,39,-4.8,MS
1996,4,47.8,-3.7,MS
1996,5,63.1,3.6,MS
1996,6,67.2,0.4,MS
1996,7,70,0.2,MS
1996,8,68.2,-0.7,MS
1996,9,61.8,-1.5,MS
1996,10,51.8,0.6,MS
1996,11,43.3,1.8,MS
1996,12,39,3,MS
1997,1,35.3,0.9,MS
1997,2,41.5,4.4,MS
1997,3,48.3,4.5,MS
1997,4,47.4,-4.1,MS
1997,5,57.3,-2.2,MS
1997,6,67,0.2,MS
1997,7,71,1.2,MS
1997,8,68,-0.9,MS
1997,9,63.2,-0.1,MS
1997,10,50.9,-0.3,MS
1997,11,40.2,-1.3,MS
1997,12,35.2,-0.8,MS
1998,1,39.3,4.9,MS
1998,2,39.7,2.6,MS
1998,3,44.1,0.3,MS
1998,4,50.5,-1,MS
1998,5,62.3,2.8,MS
1998,6,70.9,4.1,MS
1998,7,72.9,3.1,MS
1998,8,70.3,1.4,MS
1998,9,68,4.7,MS
1998,10,54.4,3.2,MS
1998,11,46.7,5.2,MS
1998,12,40.9,4.9,MS
1999,1,38.5,4.1,MS
1999,2,41.4,4.3,MS
1999,3,41.6,-2.2,MS
1999,4,56.5,5,MS
1999,5,58.6,-0.9,MS
1999,6,68.4,1.6,MS
1999,7,71.4,1.6,MS
1999,8,69.7,0.8,MS
1999,9,59.9,-3.4,MS
1999,10,50.2,-1,MS
1999,11,42.7,1.2,MS
1999,12,35.8,-0.2,MS
2000,1,36.7,2.3,MS
2000,2,39.8,2.7,MS
2000,3,47.3,3.5,MS
2000,4,49.1,-2.4,MS
2000,5,63.2,3.7,MS
2000,6,66.9,0.1,MS
2000,7,69.5,-0.3,MS
2000,8,69.8,0.9,MS
2000,9,63.1,-0.2,MS
2000,10,50.3,-0.9,MS
2000,11,41.6,0.1,MS
2000,12,27.9,-8.1,MS
2001,1,30.6,-3.8,MS
2001,2,41.3,4.2,MS
2001,3,41.3,-2.5,MS
2001,4,55.3,3.8,MS
2001,5,59.2,-0.3,MS
2001,6,66.2,-0.6,MS
2001,7,70.8,1,MS
2001,8,69.9,1,MS
2001,9,62.3,-1,MS
2001,10,47.2,-4,MS
2001,11,44,2.5,MS
2001,12,39.6,3.6,MS
2002,1,36.5,2.1,MS
2002,2,33.9,-3.2,MS
2002,3,42.7,-1.1,MS
2002,4,55.6,4.1,MS
2002,5,59.2,-0.3,MS
2002,6,66.8,0,MS
2002,7,70.8,1,MS
2002,8,69.7,0.8,MS
2002,9,67.6,4.3,MS
2002,10,58.7,7.5,MS
2002,11,40.5,-1,MS
2002,12,35.8,-0.2,MS
2003,1,29.2,-5.2,MS
2003,2,37.1,0,MS
2003,3,45.3,1.5,MS
2003,4,51.9,0.4,MS
2003,5,62.8,3.3,MS
2003,6,66.8,0,MS
2003,7,70,0.2,MS
2003,8,70.6,1.7,MS
2003,9,62,-1.3,MS
2003,10,52.1,0.9,MS
2003,11,46.4,4.9,MS
2003,12,32.8,-3.2,MS
2004,1,34,-0.4,MS
2004,2,35.9,-1.2,MS
2004,3,47.3,3.5,MS
2004,4,49.5,-2,MS
2004,5,62.3,2.8,MS
2004,6,68.5,1.7,MS
2004,7,69.5,-0.3,MS
2004,8,65.7,-3.2,MS
2004,9,63.4,0.1,MS
2004,10,60.1,8.9,MS
2004,11,49.4,7.9,MS
2004,12,33.5,-2.5,MS
2005,1,40.2,5.8,MS
2005,2,42.3,5.2,MS
2005,3,42.5,-1.3,MS
2005,4,50.3,-1.2,MS
2005,5,56.9,-2.6,MS
2005,6,67.2,0.4,MS
2005,7,71.3,1.5,MS
2005,8,71.1,2.2,MS
2005,9,66.2,2.9,MS
2005,10,50.2,-1,MS
2005,11,43.4,1.9,MS
2005,12,32.2,-3.8,MS
2006,1,39.8,5.4,MS
2006,2,35.1,-2,MS
2006,3,45,1.2,MS
2006,4,55.6,4.1,MS
2006,5,60,0.5,MS
2006,6,65.8,-1,MS
2006,7,70.3,0.5,MS
2006,8,71.5,2.6,MS
2006,9,60.6,-2.7,MS
2006,10,50.2,-1,MS
2006,11,40.6,-0.9,MS
2006,12,37.7,1.7,MS
2007,1,36.8,2.4,MS
2007,2,34.1,-3,MS
2007,3,47.2,3.4,MS
2007,4,48.5,-3,MS
2007,5,59.6,0.1,MS
2007,6,67.2,0.4,MS
2007,7,69.5,-0.3,MS
2007,8,71.9,3,MS
2007,9,65.9,2.6,MS
2007,10,54.6,3.4,MS
2007,11,42.8,1.3,MS
2007,12,40.9,4.9,MS
2008,1,33,-1.4,MS
2008,2,37.9,0.8,MS
2008,3,43.2,-0.6,MS
2008,4,50.9,-0.6,MS
2008,5,59.7,0.2,MS
2008,6,68,1.2,MS
2008,7,69.2,-0.6,MS
2008,8,68.9,0,MS
2008,9,64.4,1.1,MS
2008,10,49.9,-1.3,MS
2008,11,39.2,-2.3,MS
2008,12,37.6,1.6,MS
2009,1,34.1,-0.3,MS
2009,2,37.8,0.7,MS
2009,3,46.5,2.7,MS
2009,4,50.2,-1.3,MS
2009,5,62.4,2.9,MS
2009,6,68.5,1.7,MS
2009,7,68.6,-1.2,MS
2009,8,68.3,-0.6,MS
2009,9,66.8,3.5,MS
2009,10,52.6,1.4,MS
2009,11,42.5,1,MS
2009,12,35.3,-0.7,MS
2010,1,30.1,-4.3,MS
2010,2,30.9,-6.2,MS
2010,3,40.5,-3.3,MS
2010,4,51.5,0,MS
2010,5,63.5,4,MS
2010,6,71.7,4.9,MS
2010,7,72.7,2.9,MS
2010,8,73.3,4.4,MS
2010,9,63.4,0.1,MS
2010,10,48.8,-2.4,MS
2010,11,43.3,1.8,MS
2010,12,30.8,-5.2,MS
2011,1,32.1,-2.3,MS
2011,2,38.3,1.2,MS
2011,3,45.4,1.6,MS
2011,4,54.4,2.9,MS
2011,5,58.5,-1,MS
2011,6,70.2,3.4,MS
2011,7,72.6,2.8,MS
2011,8,71.1,2.2,MS
2011,9,61,-2.3,MS
2011,10,46.9,-4.3,MS
2011,11,44.3,2.8,MS
2011,12,37.8,1.8,MS
2012,1,38.9,4.5,MS
2012,2,42.6,5.5,MS
2012,3,54,10.2,MS
2012,4,53.6,2.1,MS
2012,5,62.3,2.8,MS
2012,6,66.3,-0.5,MS
2012,7,71.8,2,MS
2012,8,69.4,0.5,MS
2012,9,63.3,0,MS
2012,10,49.8,-1.4,MS
2012,11,38.2,-3.3,MS
2012,12,41.1,5.1,MS
2013,1,39.8,5.4,MS
2013,2,38.5,1.4,MS
2013,3,38,-5.8,MS
2013,4,50.2,-1.3,MS
2013,5,58.1,-1.4,MS
2013,6,68.7,1.9,MS
2013,7,69,-0.8,MS
2013,8,69.3,0.4,MS
2013,9,65.1,1.8,MS
2013,10,54.5,3.3,MS
2013,11,39.7,-1.8,MS
2013,12,36.6,0.6,MS
2014,1,25.7,-8.7,MS
2014,2,35.8,-1.3,MS
2014,3,39,-4.8,MS
2014,4,50.7,-0.8,MS
2014,5,59.4,-0.1,MS
2014,6,69.2,2.4,MS
2014,7,67.2,-2.6,MS
2014,8,69.1,0.2,MS
2014,9,65.8,2.5,MS
2014,10,53.6,2.4,MS
2014,11,36.6,-4.9,MS
2014,12,40.7,4.7,MS
2015,1,32.9,-1.5,MS
2015,2,31,-6.1,MS
2015,3,47.4,3.6,MS
2015,4,57,5.5,MS
2015,5,61.3,1.8,MS
2015,6,69.1,2.3,MS
2015,7,72.6,2.8,MS
2015,8,68.5,-0.4,MS
2015,9,64.2,0.9,MS
2015,10,54.3,3.1,MS
2015,11,49.3,7.8,MS
2015,12,46.5,10.5,MS
2016,1,33.1,-1.3,MS
2016,2,39.2,2.1,MS
2016,3,48.9,5.1,MS
2016,4,53.9,2.4,MS
2016,5,59.4,-0.1,MS
2016,6,69.5,2.7,MS
2016,7,72.2,2.4,MS
2016,8,72.6,3.7,MS
2016,9,67,3.7,MS
2016,10,54.4,3.2,MS
2016,11,44,2.5,MS
2016,12,39.3,3.3,MS
2017,1,43.3,8.9,MS
2017,2,45.1,8,MS
2017,3,48.6,4.8,MS
2017,4,55,3.5,MS
2017,5,59,-0.5,MS
2017,6,67.7,0.9,MS
2017,7,71.6,1.8,MS
2017,8,70.5,1.6,MS
2017,9,63.3,0,MS
2017,10,53.6,2.4,MS
2017,11,44.8,3.3,MS
2017,12,37,1,MS
2018,1,29.2,-5.2,MS
2018,2,46.9,9.8,MS
2018,3,45.4,1.6,MS
2018,4,46,-5.5,MS
2018,5,64,4.5,MS
2018,6,70.4,3.6,MS
2018,7,71.8,2,MS
2018,8,69.9,1,MS
2018,9,69.8,6.5,MS
2018,10,56.6,5.4,MS
2018,11,40.9,-0.6,MS
2018,12,39.8,3.8,MS
2019,1,36.6,2.2,MS
2019,2,45.2,8.1,MS
2019,3,43,-0.8,MS
2019,4,51.6,0.1,MS
2019,5,64,4.5,MS
2019,6,68,1.2,MS
2019,7,71.2,1.4,MS
2019,8,71.3,2.4,MS
2019,9,68.8,5.5,MS
2019,10,56,4.8,MS
2019,11,37.7,-3.8,MS
2019,12,40.6,4.6,MS
2020,1,40.5,6.1,MS
2020,2,41.6,4.5,MS
2020,3,54.3,10.5,MS
2020,4,51.4,-0.1,MS
2020,5,59.1,-0.4,MS
2020,6,68.1,1.3,MS
2020,7,72.9,3.1,MS
2020,8,70.1,1.2,MS
2020,9,66,2.7,MS
2020,10,54.3,3.1,MS
2020,11,45.8,4.3,MS
2020,12,35.2,-0.8,MS
2021,1,37,2.6,MS
2021,2,33.8,-3.3,MS
2021,3,48.2,4.4,MS
2021,4,49.4,-2.1,MS
2021,5,59.2,-0.3,MS
2021,6,68.5,1.7,MS
2021,7,71.3,1.5,MS
2021,8,71.2,2.3,MS
2021,9,64.5,1.2,MS
2021,10,57.3,6.1,MS
2021,11,39.6,-1.9,MS
2021,12,48.1,12.1,MS
2022,1,31.7,-2.7,MS
2022,2,36.2,-0.9,MS
2022,3,43.4,-0.4,MS
2022,4,51.3,-0.2,MS
2022,5,63.6,4.1,MS
2022,6,69.8,3,MS
2022,7,72.6,2.8,MS
2022,8,70.9,2,MS
2022,9,62.4,-0.9,MS
2022,10,48,-3.2,MS
2022,11,43.6,2.1,MS
2022,12,40.7,4.7,MS
2023,1,41.9,7.5,MS
2023,2,45,7.9,MS
2023,3,47.5,3.7,MS
2023,4,52.5,1,MS
2023,5,61.3,1.8,MS
2023,6,68,1.2,MS
2023,7,72.4,2.6,MS
2023,8,72.9,4,MS
2023,9,65.5,2.2,MS
2023,10,53.7,2.5,MS
2023,11,43.5,2,MS
2023,12,38.3,2.3,MS
2024,1,32.4,-2,MS
2024,2,42.2,5.1,MS
2024,3,47.5,3.7,MS
2024,4,55.1,3.6,MS
2024,5,65.6,6.1,MS
2024,6,69.3,2.5,MS
2024,7,72.6,2.8,MS
2024,8,70.2,1.3,MS
2024,9,66.3,3,MS
1996,1,31.7,-2.5,AL
1996,2,35.4,-1,AL
1996,3,39,-3.9,AL
1996,4,46.3,-3.8,AL
1996,5,60.5,2.2,AL
1996,6,66,0.2,AL
1996,7,69,0.2,AL
1996,8,67.7,-0.3,AL
1996,9,61.3,-1.6,AL
1996,10,50.9,0,AL
1996,11,41.5,0.6,AL
1996,12,37.7,2.3,AL
1997,1,35.8,1.6,AL
1997,2,40.8,4.4,AL
1997,3,48.4,5.5,AL
1997,4,46.1,-4,AL
1997,5,55.1,-3.2,AL
1997,6,65,-0.8,AL
1997,7,70,1.2,AL
1997,8,67,-1,AL
1997,9,62.4,-0.5,AL
1997,10,50.5,-0.4,AL
1997,11,39.2,-1.7,AL
1997,12,34.7,-0.7,AL
1998,1,37.8,3.6,AL
1998,2,38.7,2.3,AL
1998,3,42.1,-0.8,AL
1998,4,49.7,-0.4,AL
1998,5,60.8,2.5,AL
1998,6,69,3.2,AL
1998,7,71.7,2.9,AL
1998,8,68.7,0.7,AL
1998,9,66.5,3.6,AL
1998,10,53.6,2.7,AL
1998,11,46.2,5.3,AL
1998,12,42,6.6,AL
1999,1,37.4,3.2,AL
1999,2,39.9,3.5,AL
1999,3,39.5,-3.4,AL
1999,4,54.9,4.8,AL
1999,5,56.6,-1.7,AL
1999,6,67.1,1.3,AL
1999,7,70.5,1.7,AL
1999,8,69.5,1.5,AL
1999,9,59.8,-3.1,AL
1999,10,50.5,-0.4,AL
1999,11,42.2,1.3,AL
1999,12,34.6,-0.8,AL
2000,1,35.9,1.7,AL
2000,2,38.4,2,AL
2000,3,45.6,2.7,AL
2000,4,46.8,-3.3,AL
2000,5,61.6,3.3,AL
2000,6,65.7,-0.1,AL
2000,7,68.9,0.1,AL
2000,8,68.2,0.2,AL
2000,9,62.6,-0.3,AL
2000,10,49.6,-1.3,AL
2000,11,42,1.1,AL
2000,12,28.6,-6.8,AL
2001,1,29.9,-4.3,AL
2001,2,41,4.6,AL
2001,3,41.1,-1.8,AL
2001,4,52.4,2.3,AL
2001,5,57.8,-0.5,AL
2001,6,65.6,-0.2,AL
2001,7,69.4,0.6,AL
2001,8,68.8,0.8,AL
2001,9,61.2,-1.7,AL
2001,10,46.8,-4.1,AL
2001,11,44.1,3.2,AL
2001,12,39.1,3.7,AL
2002,1,35.3,1.1,AL
2002,2,33.3,-3.1,AL
2002,3,41.6,-1.3,AL
2002,4,54.8,4.7,AL
2002,5,58.2,-0.1,AL
2002,6,65.9,0.1,AL
2002,7,69.8,1,AL
2002,8,68.6,0.6,AL
2002,9,67.7,4.8,AL
2002,10,59.7,8.8,AL
2002,11,39.9,-1,AL
2002,12,34.1,-1.3,AL
2003,1,28.4,-5.8,AL
2003,2,37.2,0.8,AL
2003,3,46.9,4,AL
2003,4,50.8,0.7,AL
2003,5,61.6,3.3,AL
2003,6,65.7,-0.1,AL
2003,7,69.2,0.4,AL
2003,8,69.9,1.9,AL
2003,9,61.6,-1.3,AL
2003,10,51.1,0.2,AL
2003,11,45.6,4.7,AL
2003,12,31.6,-3.8,AL
2004,1,32.6,-1.6,AL
2004,2,36,-0.4,AL
2004,3,45.4,2.5,AL
2004,4,47.1,-3,AL
2004,5,61.3,3,AL
2004,6,67.9,2.1,AL
2004,7,68.8,0,AL
2004,8,65.6,-2.4,AL
2004,9,63.9,1,AL
2004,10,58.5,7.6,AL
2004,11,48,7.1,AL
2004,12,33.4,-2,AL
2005,1,38.1,3.9,AL
2005,2,40.8,4.4,AL
2005,3,41.7,-1.2,AL
2005,4,47.8,-2.3,AL
2005,5,55.3,-3,AL
2005,6,66.9,1.1,AL
2005,7,71.2,2.4,AL
2005,8,71,3,AL
2005,9,65.2,2.3,AL
2005,10,51.1,0.2,AL
2005,11,42.7,1.8,AL
2005,12,31.3,-4.1,AL
2006,1,39.2,5,AL
2006,2,34.8,-1.6,AL
2006,3,43,0.1,AL
2006,4,53.7,3.6,AL
2006,5,58.5,0.2,AL
2006,6,64.7,-1.1,AL
2006,7,69.8,1,AL
2006,8,71,3,AL
2006,9,60.7,-2.2,AL
2006,10,48.8,-2.1,AL
2006,11,39.8,-1.1,AL
2006,12,36.9,1.5,AL
2007,1,36.4,2.2,AL
2007,2,32.1,-4.3,AL
2007,3,45.4,2.5,AL
2007,4,46.8,-3.3,AL
2007,5,57,-1.3,AL
2007,6,65.8,0,AL
2007,7,69.2,0.4,AL
2007,8,71.9,3.9,AL
2007,9,64.5,1.6,AL
2007,10,54.6,3.7,AL
2007,11,39.9,-1,AL
2007,12,40.6,5.2,AL
2008,1,32.1,-2.1,AL
2008,2,36.1,-0.3,AL
2008,3,41.2,-1.7,AL
2008,4,50.6,0.5,AL
2008,5,58.5,0.2,AL
2008,6,66.8,1,AL
2008,7,68.4,-0.4,AL
2008,8,68.4,0.4,AL
2008,9,64.2,1.3,AL
2008,10,50,-0.9,AL
2008,11,37.5,-3.4,AL
2008,12,39.1,3.7,AL
2009,1,33.8,-0.4,AL
2009,2,34.8,-1.6,AL
2009,3,45.6,2.7,AL
2009,4,48.6,-1.5,AL
2009,5,62.2,3.9,AL
2009,6,68,2.2,AL
2009,7,67.3,-1.5,AL
2009,8,68.1,0.1,AL
2009,9,66.6,3.7,AL
2009,10,52.9,2,AL
2009,11,41.2,0.3,AL
2009,12,35.5,0.1,AL
2010,1,29.2,-5,AL
2010,2,30.3,-6.1,AL
2010,3,39.7,-3.2,AL
2010,4,49.7,-0.4,AL
2010,5,62.3,4,AL
2010,6,70.1,4.3,AL
2010,7,71.9,3.1,AL
2010,8,72.6,4.6,AL
2010,9,63.1,0.2,AL
2010,10,48.4,-2.5,AL
2010,11,42.3,1.4,AL
2010,12,28.9,-6.5,AL
2011,1,30.2,-4,AL
2011,2,37.2,0.8,AL
2011,3,45.6,2.7,AL
2011,4,52.6,2.5,AL
2011,5,56.8,-1.5,AL
2011,6,68.5,2.7,AL
2011,7,71.4,2.6,AL
2011,8,69.4,1.4,AL
2011,9,60.9,-2,AL
2011,10,46.6,-4.3,AL
2011,11,43.1,2.2,AL
2011,12,38.4,3,AL
2012,1,38,3.8,AL
2012,2,41.8,5.4,AL
2012,3,52.8,9.9,AL
2012,4,52.4,2.3,AL
2012,5,61.4,3.1,AL
2012,6,65.3,-0.5,AL
2012,7,70.9,2.1,AL
2012,8,68.3,0.3,AL
2012,9,61.9,-1,AL
2012,10,50,-0.9,AL
2012,11,37,-3.9,AL
2012,12,40,4.6,AL
2013,1,40.3,6.1,AL
2013,2,37.2,0.8,AL
2013,3,37.2,-5.7,AL
2013,4,50,-0.1,AL
2013,5,56.8,-1.5,AL
2013,6,68.2,2.4,AL
2013,7,69.2,0.4,AL
2013,8,68.6,0.6,AL
2013,9,63.8,0.9,AL
2013,10,53.5,2.6,AL
2013,11,40,-0.9,AL
2013,12,37.6,2.2,AL
2014,1,24.7,-9.5,AL
2014,2,35.9,-0.5,AL
2014,3,39.6,-3.3,AL
2014,4,50.1,0,AL
2014,5,58.2,-0.1,AL
2014,6,67.9,2.1,AL
2014,7,67.2,-1.6,AL
2014,8,67.9,-0.1,AL
2014,9,65.7,2.8,AL
2014,10,52,1.1,AL
2014,11,35.3,-5.6,AL
2014,12,39.8,4.4,AL
2015,1,32.5,-1.7,AL
2015,2,30,-6.4,AL
2015,3,46.8,3.9,AL
2015,4,55.5,5.4,AL
2015,5,60,1.7,AL
2015,6,68.2,2.4,AL
2015,7,71.2,2.4,AL
2015,8,68.2,0.2,AL
2015,9,63.6,0.7,AL
2015,10,53.4,2.5,AL
2015,11,49.1,8.2,AL
2015,12,47,11.6,AL
2016,1,32.6,-1.6,AL
2016,2,38.2,1.8,AL
2016,3,47.9,5,AL
2016,4,51.3,1.2,AL
2016,5,58.5,0.2,AL
2016,6,67.5,1.7,AL
2016,7,71.1,2.3,AL
2016,8,71.7,3.7,AL
2016,9,66.3,3.4,AL
2016,10,53.6,2.7,AL
2016,11,42.6,1.7,AL
2016,12,39.6,4.2,AL
2017,1,42,7.8,AL
2017,2,43.3,6.9,AL
2017,3,46.1,3.2,AL
2017,4,54,3.9,AL
2017,5,57.9,-0.4,AL
2017,6,66.8,1,AL
2017,7,70.5,1.7,AL
2017,8,69.4,1.4,AL
2017,9,62.4,-0.5,AL
2017,10,54.4,3.5,AL
2017,11,43.1,2.2,AL
2017,12,37,1.6,AL
2018,1,29,-5.2,AL
2018,2,47.9,11.5,AL
2018,3,43.2,0.3,AL
2018,4,46.2,-3.9,AL
2018,5,62.7,4.4,AL
2018,6,68.7,2.9,AL
2018,7,70.8,2,AL
2018,8,69.4,1.4,AL
2018,9,69.6,6.7,AL
2018,10,56.7,5.8,AL
2018,11,40.1,-0.8,AL
2018,12,40,4.6,AL
2019,1,36.5,2.3,AL
2019,2,46.2,9.8,AL
2019,3,43.1,0.2,AL
2019,4,50.8,0.7,AL
2019,5,62.5,4.2,AL
2019,6,67.4,1.6,AL
2019,7,70.2,1.4,AL
2019,8,69.7,1.7,AL
2019,9,67,4.1,AL
2019,10,56.9,6,AL
2019,11,37.5,-3.4,AL
2019,12,41.4,6,AL
2020,1,39.2,5,AL
2020,2,40.7,4.3,AL
2020,3,53.2,10.3,AL
2020,4,49.4,-0.7,AL
2020,5,57,-1.3,AL
2020,6,66.7,0.9,AL
2020,7,71,2.2,AL
2020,8,70.4,2.4,AL
2020,9,65,2.1,AL
2020,10,55.8,4.9,AL
2020,11,46.4,5.5,AL
2020,12,33.8,-1.6,AL
2021,1,36.7,2.5,AL
2021,2,35.8,-0.6,AL
2021,3,47.7,4.8,AL
2021,4,48.7,-1.4,AL
2021,5,57.7,-0.6,AL
2021,6,67.2,1.4,AL
2021,7,70.1,1.3,AL
2021,8,70.6,2.6,AL
2021,9,64.2,1.3,AL
2021,10,56.9,6,AL
2021,11,38.8,-2.1,AL
2021,12,45.7,10.3,AL
2022,1,32,-2.2,AL
2022,2,37.3,0.9,AL
2022,3,43.7,0.8,AL
2022,4,49.6,-0.5,AL
2022,5,62.3,4,AL
2022,6,68.9,3.1,AL
2022,7,71.8,3,AL
2022,8,70.3,2.3,AL
2022,9,62.3,-0.6,AL
2022,10,47,-3.9,AL
2022,11,43.8,2.9,AL
2022,12,39.5,4.1,AL
2023,1,40.4,6.2,AL
2023,2,45.5,9.1,AL
2023,3,46.1,3.2,AL
2023,4,51,0.9,AL
2023,5,59.1,0.8,AL
2023,6,65.5,-0.3,AL
2023,7,70.6,1.8,AL
2023,8,70.5,2.5,AL
2023,9,64.1,1.2,AL
2023,10,52.6,1.7,AL
2023,11,42.6,1.7,AL
2023,12,37.5,2.1,AL
2024,1,32.3,-1.9,AL
2024,2,39.9,3.5,AL
2024,3,46.6,3.7,AL
2024,4,52.1,2,AL
2024,5,63.4,5.1,AL
2024,6,67.5,1.7,AL
2024,7,71.6,2.8,AL
2024,8,68.7,0.7,AL
2024,9,65.8,2.9,AL
1996,1,44.3,-2.3,FL
1996,2,46,-1.9,FL
1996,3,49.3,-3.2,FL
1996,4,55.8,-1.6,FL
1996,5,66,2.5,FL
1996,6,69.3,0.1,FL
1996,7,72.8,1.5,FL
1996,8,71.2,-0.3,FL
1996,9,69.3,-0.4,FL
1996,10,62.3,0.2,FL
1996,11,53.8,0.5,FL
1996,12,48.3,0.6,FL
1997,1,47.9,1.3,FL
1997,2,53,5.1,FL
1997,3,59.4,6.9,FL
1997,4,56.9,-0.5,FL
1997,5,64,0.5,FL
1997,6,69.3,0.1,FL
1997,7,72.2,0.9,FL
1997,8,71.8,0.3,FL
1997,9,69.8,0.1,FL
1997,10,61.5,-0.6,FL
1997,11,53.1,-0.2,FL
1997,12,49.2,1.5,FL
1998,1,50.4,3.8,FL
1998,2,49.5,1.6,FL
1998,3,51.2,-1.3,FL
1998,4,58.6,1.2,FL
1998,5,65.5,2,FL
1998,6,72.4,3.2,FL
1998,7,73.8,2.5,FL
1998,8,73.2,1.7,FL
1998,9,72.7,3,FL
