Year,Month,Mean,Anomaly,State
2020,1,35.3,6.2,AR
2020,2,35.4,3,AR
2020,3,47.1,7.2,AR
2020,4,47.8,-1.1,AR
2020,5,56.4,-1,AR
2020,6,66.1,0.7,AR
2020,7,71.9,3,AR
2020,8,67.5,-0.2,AR
2020,9,62.6,1.7,AR
2020,10,48.4,-0.6,AR
2020,11,41.9,3.4,AR
2020,12,31.8,0.3,AR
2021,1,32.6,3.5,AR
2021,2,26,-6.4,AR
2021,3,43.2,3.3,AR
2021,4,46.8,-2.1,AR
2021,5,56.6,-0.8,AR
2021,6,67.2,1.8,AR
2021,7,69.3,0.4,AR
2021,8,70.7,3,AR
2021,9,62.1,1.2,AR
2021,10,54.3,5.3,AR
2021,11,37,-1.5,AR
2021,12,42.8,11.3,AR
2022,1,26.6,-2.5,AR
2022,2,30,-2.4,AR
2022,3,39.1,-0.8,AR
2022,4,48.5,-0.4,AR
2022,5,60.6,3.2,AR
2022,6,67.1,1.7,AR
2022,7,72.6,3.7,AR
2022,8,69.8,2.1,AR
2022,9,60.8,-0.1,AR
2022,10,47.1,-1.9,AR
2022,11,39,0.5,AR
2022,12,34.5,3,AR
2023,1,36.5,7.4,AR
2023,2,38.8,6.4,AR
2023,3,42.2,2.3,AR
2023,4,48.7,-0.2,AR
2023,5,59,1.6,AR
2023,6,66,0.6,AR
2023,7,70.9,2,AR
2023,8,70.6,2.9,AR
2023,9,62.7,1.8,AR
2023,10,52.3,3.3,AR
2023,11,40.4,1.9,AR
2023,12,35.2,3.7,AR
2024,1,26.9,-2.2,AR
2024,2,39.8,7.4,AR
2024,3,43.8,3.9,AR
2024,4,52.6,3.7,AR
2024,5,63.2,5.8,AR
2024,6,67.8,2.4,AR
2024,7,70.3,1.4,AR
2024,8,68.9,1.2,AR
2024,9,63.1,2.2,AR
1996,1,31.9,-1.7,SC
1996,2,33.6,-0.8,SC
1996,3,35.2,-1.6,SC
1996,4,38.4,-1.5,SC
1996,5,42.6,-0.9,SC
1996,6,46.4,-0.8,SC
1996,7,49.8,-0.5,SC
1996,8,52.1,-0.5,SC
1996,9,53.2,-0.5,SC
1996,10,52.9,-0.5,SC
1996,11,51.6,-0.7,SC
1996,12,50.3,-0.5,SC
1997,1,35.4,1.8,SC
1997,2,37.3,2.9,SC
1997,3,40.8,4,SC
1997,4,42.1,2.2,SC
1997,5,44.2,0.7,SC
1997,6,47.6,0.4,SC
1997,7,50.7,0.4,SC
1997,8,52.7,0.1,SC
1997,9,53.8,0.1,SC
1997,10,53.6,0.2,SC
1997,11,52.3,0,SC
1997,12,50.9,0.1,SC
1998,1,38.1,4.5,SC
1998,2,38.7,4.3,SC
1998,3,39.6,2.8,SC
1998,4,42.4,2.5,SC
1998,5,46.1,2.6,SC
1998,6,49.8,2.6,SC
1998,7,52.9,2.6,SC
1998,8,54.8,2.2,SC
1998,9,55.8,2.1,SC
1998,10,55.5,2.1,SC
1998,11,54.6,2.3,SC
1998,12,53.4,2.6,SC
1999,1,36.3,2.7,SC
1999,2,36.6,2.2,SC
1999,3,37,0.2,SC
1999,4,41.1,1.2,SC
1999,5,44.1,0.6,SC
1999,6,47.6,0.4,SC
1999,7,50.9,0.6,SC
1999,8,53.4,0.8,SC
1999,9,54.1,0.4,SC
1999,10,53.9,0.5,SC
1999,11,53,0.7,SC
1999,12,51.4,0.6,SC
2000,1,32.9,-0.7,SC
2000,2,34.3,-0.1,SC
2000,3,37.7,0.9,SC
2000,4,40.2,0.3,SC
2000,5,44.2,0.7,SC
2000,6,47.9,0.7,SC
2000,7,50.9,0.6,SC
2000,8,53.1,0.5,SC
2000,9,54.1,0.4,SC
2000,10,53.5,0.1,SC
2000,11,52.3,0,SC
2000,12,50.3,-0.5,SC
2001,1,31.4,-2.2,SC
2001,2,35.5,1.1,SC
2001,3,37.2,0.4,SC
2001,4,40.5,0.6,SC
2001,5,43.9,0.4,SC
2001,6,47.7,0.5,SC
2001,7,50.6,0.3,SC
2001,8,53,0.4,SC
2001,9,53.8,0.1,SC
2001,10,53.1,-0.3,SC
2001,11,52.3,0,SC
2001,12,51.3,0.5,SC
2002,1,34.9,1.3,SC
2002,2,34.8,0.4,SC
2002,3,37.5,0.7,SC
2002,4,41.9,2,SC
2002,5,44.7,1.2,SC
2002,6,48.3,1.1,SC
2002,7,51.5,1.2,SC
2002,8,53.6,1,SC
2002,9,55.1,1.4,SC
2002,10,55.4,2,SC
2002,11,54,1.7,SC
2002,12,52.3,1.5,SC
2003,1,30.1,-3.5,SC
2003,2,32.9,-1.5,SC
2003,3,37.4,0.6,SC
2003,4,40.6,0.7,SC
2003,5,44.5,1,SC
2003,6,48,0.8,SC
2003,7,51.1,0.8,SC
2003,8,53.6,1,SC
2003,9,54.5,0.8,SC
2003,10,54.2,0.8,SC
2003,11,53.4,1.1,SC
2003,12,51.5,0.7,SC
2004,1,30.8,-2.8,SC
2004,2,32.4,-2,SC
2004,3,36.1,-0.7,SC
2004,4,39.2,-0.7,SC
2004,5,43.8,0.3,SC
2004,6,48,0.8,SC
2004,7,51.1,0.8,SC
2004,8,53.2,0.6,SC
2004,9,54.5,0.8,SC
2004,10,54.7,1.3,SC
2004,11,53.9,1.6,SC
2004,12,52.1,1.3,SC
2005,1,36.3,2.7,SC
2005,2,36.9,2.5,SC
2005,3,38,1.2,SC
2005,4,40.3,0.4,SC
2005,5,43.3,-0.2,SC
2005,6,47.3,0.1,SC
2005,7,50.8,0.5,SC
2005,8,53.4,0.8,SC
2005,9,54.8,1.1,SC
2005,10,54.7,1.3,SC
2005,11,53.6,1.3,SC
2005,12,51.9,1.1,SC
2006,1,38.7,5.1,SC
2006,2,36.9,2.5,SC
2006,3,38.6,1.8,SC
2006,4,42,2.1,SC
2006,5,44.8,1.3,SC
2006,6,48.2,1,SC
2006,7,51.2,0.9,SC
2006,8,53.7,1.1,SC
2006,9,54.6,0.9,SC
2006,10,54.1,0.7,SC
2006,11,52.9,0.6,SC
2006,12,51.8,1,SC
2007,1,37.5,3.9,SC
2007,2,35.1,0.7,SC
2007,3,38.3,1.5,SC
2007,4,40.5,0.6,SC
2007,5,43.5,0,SC
2007,6,47.2,0,SC
2007,7,50.2,-0.1,SC
2007,8,53,0.4,SC
2007,9,54.2,0.5,SC
2007,10,54.5,1.1,SC
2007,11,53.2,0.9,SC
2007,12,52.1,1.3,SC
2008,1,33.1,-0.5,SC
2008,2,35.4,1,SC
2008,3,37.4,0.6,SC
2008,4,40.5,0.6,SC
2008,5,43.6,0.1,SC
2008,6,47.6,0.4,SC
2008,7,50.6,0.3,SC
2008,8,52.9,0.3,SC
2008,9,54.2,0.5,SC
2008,10,53.7,0.3,SC
2008,11,52.3,0,SC
2008,12,51.3,0.5,SC
2009,1,33.4,-0.2,SC
2009,2,33.6,-0.8,SC
2009,3,36.7,-0.1,SC
2009,4,39.7,-0.2,SC
2009,5,44,0.5,SC
2009,6,48,0.8,SC
2009,7,50.8,0.5,SC
2009,8,53.2,0.6,SC
2009,9,54.4,0.7,SC
2009,10,54.1,0.7,SC
2009,11,53.3,1,SC
2009,12,51.8,1,SC
2010,1,29.4,-4.2,SC
2010,2,30.1,-4.3,SC
2010,3,33.4,-3.4,SC
2010,4,37.6,-2.3,SC
2010,5,42.5,-1,SC
2010,6,47.2,0,SC
2010,7,50.7,0.4,SC
2010,8,53.4,0.8,SC
2010,9,54.6,0.9,SC
2010,10,54.2,0.8,SC
2010,11,53,0.7,SC
2010,12,50.8,0,SC
2011,1,29.5,-4.1,SC
2011,2,33.9,-0.5,SC
2011,3,37.1,0.3,SC
2011,4,40.8,0.9,SC
2011,5,44.5,1,SC
2011,6,48.5,1.3,SC
2011,7,51.8,1.5,SC
2011,8,54.1,1.5,SC
2011,9,55.1,1.4,SC
2011,10,54.5,1.1,SC
2011,11,53.3,1,SC
2011,12,52.1,1.3,SC
2012,1,36,2.4,SC
2012,2,37.3,2.9,SC
2012,3,41.9,5.1,SC
2012,4,44.3,4.4,SC
2012,5,47.8,4.3,SC
2012,6,50.4,3.2,SC
2012,7,53.5,3.2,SC
2012,8,55.4,2.8,SC
2012,9,56.2,2.5,SC
2012,10,55.9,2.5,SC
2012,11,54.3,2,SC
2012,12,53.2,2.4,SC
2013,1,38.8,5.2,SC
2013,2,37.2,2.8,SC
2013,3,36.8,0,SC
2013,4,40.2,0.3,SC
2013,5,43.5,0,SC
2013,6,47.6,0.4,SC
2013,7,50.9,0.6,SC
2013,8,53.1,0.5,SC
2013,9,54.2,0.5,SC
2013,10,54.1,0.7,SC
2013,11,52.7,0.4,SC
2013,12,51.6,0.8,SC
2014,1,27.9,-5.7,SC
2014,2,32.3,-2.1,SC
2014,3,34,-2.8,SC
2014,4,38.2,-1.7,SC
2014,5,42.4,-1.1,SC
2014,6,46.6,-0.6,SC
2014,7,49.8,-0.5,SC
2014,8,52.1,-0.5,SC
2014,9,53.7,0,SC
2014,10,53.5,0.1,SC
2014,11,52,-0.3,SC
2014,12,50.8,0,SC
2015,1,32.8,-0.8,SC
2015,2,31.3,-3.1,SC
2015,3,35.8,-1,SC
2015,4,40.3,0.4,SC
2015,5,44.1,0.6,SC
2015,6,48.3,1.1,SC
2015,7,51.5,1.2,SC
2015,8,53.7,1.1,SC
2015,9,55,1.3,SC
2015,10,54.7,1.3,SC
2015,11,54.1,1.8,SC
2015,12,53.7,2.9,SC
2016,1,32.6,-1,SC
2016,2,34.9,0.5,SC
2016,3,39.3,2.5,SC
2016,4,42.1,2.2,SC
2016,5,45.5,2,SC
2016,6,49.4,2.2,SC
2016,7,52.7,2.4,SC
2016,8,55.1,2.5,SC
2016,9,56.5,2.8,SC
2016,10,56.2,2.8,SC
2016,11,54.9,2.6,SC
2016,12,53.6,2.8,SC
2017,1,40.7,7.1,SC
2017,2,41.4,7,SC
2017,3,41.6,4.8,SC
2017,4,45.1,5.2,SC
2017,5,48,4.5,SC
2017,6,51.2,4,SC
2017,7,54,3.7,SC
2017,8,56.1,3.5,SC
2017,9,56.9,3.2,SC
2017,10,56.7,3.3,SC
2017,11,55.3,3,SC
2017,12,53.8,3,SC
2018,1,28.4,-5.2,SC
2018,2,37.7,3.3,SC
2018,3,38.6,1.8,SC
2018,4,40.7,0.8,SC
2018,5,45.2,1.7,SC
2018,6,49.2,2,SC
2018,7,52.2,1.9,SC
2018,8,54.5,1.9,SC
2018,9,56.2,2.5,SC
2018,10,56.2,2.8,SC
2018,11,54.9,2.6,SC
2018,12,53.6,2.8,SC
2019,1,36.6,3,SC
2019,2,39.2,4.8,SC
2019,3,40.2,3.4,SC
2019,4,43.1,3.2,SC
2019,5,47.2,3.7,SC
2019,6,50.5,3.3,SC
2019,7,53.3,3,SC
2019,8,55.4,2.8,SC
2019,9,56.7,3,SC
2019,10,56.7,3.3,SC
2019,11,55.2,2.9,SC
2019,12,53.9,3.1,SC
2020,1,40.2,6.6,SC
2020,2,40.6,6.2,SC
2020,3,43.8,7,SC
2020,4,45.3,5.4,SC
2020,5,47.6,4.1,SC
2020,6,50.8,3.6,SC
2020,7,53.8,3.5,SC
2020,8,56,3.4,SC
2020,9,56.9,3.2,SC
2020,10,56.9,3.5,SC
2020,11,56.1,3.8,SC
2020,12,54.2,3.4,SC
2021,1,36.2,2.6,SC
2021,2,36.8,2.4,SC
2021,3,39.8,3,SC
2021,4,41.9,2,SC
2021,5,44.8,1.3,SC
2021,6,48.5,1.3,SC
2021,7,51.6,1.3,SC
2021,8,54,1.4,SC
2021,9,55,1.3,SC
2021,10,55.1,1.7,SC
2021,11,53.6,1.3,SC
2021,12,52.7,1.9,SC
2022,1,32.4,-1.2,SC
2022,2,35.9,1.5,SC
2022,3,38.9,2.1,SC
2022,4,41.4,1.5,SC
2022,5,45.5,2,SC
2022,6,49.1,1.9,SC
2022,7,52.4,2.1,SC
2022,8,54.6,2,SC
2022,9,55.5,1.8,SC
2022,10,54.9,1.5,SC
2022,11,54.1,1.8,SC
2022,12,52.6,1.8,SC
2023,1,39.4,5.8,SC
2023,2,42.2,7.8,SC
2023,3,43.1,6.3,SC
2023,4,45,5.1,SC
2023,5,47.3,3.8,SC
2023,6,50.1,2.9,SC
2023,7,53.1,2.8,SC
2023,8,55.4,2.8,SC
2023,9,56.2,2.5,SC
2023,10,55.7,2.3,SC
2023,11,54.5,2.2,SC
2023,12,53.1,2.3,SC
2024,1,33.8,0.2,SC
2024,2,36,1.6,SC
2024,3,39.4,2.6,SC
2024,4,42.6,2.7,SC
2024,5,46.4,2.9,SC
2024,6,49.9,2.7,SC
2024,7,53.1,2.8,SC
2024,8,55.2,2.6,SC
2024,9,56.4,2.7,SC
1996,1,26,-1.3,TN
1996,2,27.1,-1.3,TN
1996,3,28.7,-2.6,TN
1996,4,31.8,-3,TN
1996,5,36.9,-1.7,TN
1996,6,41.2,-1.3,TN
1996,7,44.6,-1.2,TN
1996,8,47.1,-1,TN
1996,9,48.2,-1,TN
1996,10,48,-0.8,TN
1996,11,46.8,-0.9,TN
1996,12,45.6,-0.5,TN
1997,1,27,-0.3,TN
1997,2,31.3,2.9,TN
1997,3,34.5,3.2,TN
1997,4,35.9,1.1,TN
1997,5,38.5,-0.1,TN
1997,6,42.5,0,TN
1997,7,45.9,0.1,TN
1997,8,48,-0.1,TN
1997,9,49.1,-0.1,TN
1997,10,48.7,-0.1,TN
1997,11,47.5,-0.2,TN
1997,12,46,-0.1,TN
1998,1,34.6,7.3,TN
1998,2,35.4,7,TN
1998,3,36.6,5.3,TN
1998,4,38.9,4.1,TN
1998,5,42.8,4.2,TN
1998,6,46.5,4,TN
1998,7,49.7,3.9,TN
1998,8,51.6,3.5,TN
1998,9,52.6,3.4,TN
1998,10,52.1,3.3,TN
1998,11,50.9,3.2,TN
1998,12,49.5,3.4,TN
1999,1,32,4.7,TN
1999,2,33,4.6,TN
1999,3,33.1,1.8,TN
1999,4,37.3,2.5,TN
1999,5,40.5,1.9,TN
1999,6,44.4,1.9,TN
1999,7,47.9,2.1,TN
1999,8,49.8,1.7,TN
1999,9,50.3,1.1,TN
1999,10,49.7,0.9,TN
1999,11,48.7,1,TN
1999,12,47.2,1.1,TN
2000,1,28.3,1,TN
2000,2,30.9,2.5,TN
2000,3,33.8,2.5,TN
2000,4,36.2,1.4,TN
2000,5,40.4,1.8,TN
2000,6,44.2,1.7,TN
2000,7,47.2,1.4,TN
2000,8,49.5,1.4,TN
2000,9,50.4,1.2,TN
2000,10,50,1.2,TN
2000,11,48.8,1.1,TN
2000,12,46.5,0.4,TN
2001,1,24.4,-2.9,TN
2001,2,29.3,0.9,TN
2001,3,30.9,-0.4,TN
2001,4,35.5,0.7,TN
2001,5,39.4,0.8,TN
2001,6,42.9,0.4,TN
2001,7,46.3,0.5,TN
2001,8,48.9,0.8,TN
2001,9,49.7,0.5,TN
2001,10,49,0.2,TN
2001,11,48,0.3,TN
2001,12,46.9,0.8,TN
2002,1,29.3,2,TN
2002,2,29.2,0.8,TN
2002,3,31.6,0.3,TN
2002,4,35.9,1.1,TN
2002,5,39.2,0.6,TN
2002,6,43.2,0.7,TN
2002,7,46.8,1,TN
2002,8,49.2,1.1,TN
2002,9,50.6,1.4,TN
2002,10,50.8,2,TN
2002,11,49.4,1.7,TN
2002,12,47.8,1.7,TN
2003,1,22.4,-4.9,TN
2003,2,26.4,-2,TN
2003,3,30.8,-0.5,TN
2003,4,35,0.2,TN
2003,5,39.3,0.7,TN
2003,6,42.7,0.2,TN
2003,7,46.1,0.3,TN
2003,8,48.7,0.6,TN
2003,9,49.6,0.4,TN
2003,10,49.2,0.4,TN
2003,11,48.5,0.8,TN
2003,12,46.9,0.8,TN
2004,1,26.4,-0.9,TN
2004,2,28.1,-0.3,TN
2004,3,32.4,1.1,TN
2004,4,35.6,0.8,TN
2004,5,40.3,1.7,TN
2004,6,44.3,1.8,TN
2004,7,47.4,1.6,TN
2004,8,49.1,1,TN
2004,9,50.2,1,TN
2004,10,50.4,1.6,TN
2004,11,49.8,2.1,TN
2004,12,48,1.9,TN
2005,1,34,6.7,TN
2005,2,34.4,6,TN
2005,3,34.8,3.5,TN
2005,4,37.5,2.7,TN
2005,5,40,1.4,TN
2005,6,43.9,1.4,TN
2005,7,47.5,1.7,TN
2005,8,50.1,2,TN
2005,9,51.2,2,TN
2005,10,50.7,1.9,TN
2005,11,49.5,1.8,TN
2005,12,47.6,1.5,TN
2006,1,34.3,7,TN
2006,2,31.4,3,TN
2006,3,33.5,2.2,TN
2006,4,37.8,3,TN
2006,5,41,2.4,TN
2006,6,44.4,1.9,TN
2006,7,47.6,1.8,TN
2006,8,50.2,2.1,TN
2006,9,50.8,1.6,TN
2006,10,50.2,1.4,TN
2006,11,48.9,1.2,TN
2006,12,47.5,1.4,TN
2007,1,30.9,3.6,TN
2007,2,28.2,-0.2,TN
2007,3,33.2,1.9,TN
2007,4,35.6,0.8,TN
2007,5,39.4,0.8,TN
2007,6,43.3,0.8,TN
2007,7,46.4,0.6,TN
2007,8,49.3,1.2,TN
2007,9,50.5,1.3,TN
2007,10,50.6,1.8,TN
2007,11,49.3,1.6,TN
2007,12,48.1,2,TN
2008,1,26.3,-1,TN
2008,2,29.1,0.7,TN
2008,3,31.7,0.4,TN
2008,4,35.2,0.4,TN
2008,5,38.7,0.1,TN
2008,6,42.9,0.4,TN
2008,7,46.1,0.3,TN
2008,8,48.3,0.2,TN
2008,9,49.5,0.3,TN
2008,10,49.1,0.3,TN
2008,11,47.6,-0.1,TN
2008,12,46.2,0.1,TN
2009,1,25.5,-1.8,TN
2009,2,28,-0.4,TN
2009,3,31.8,0.5,TN
2009,4,35.1,0.3,TN
2009,5,39.4,0.8,TN
2009,6,43.6,1.1,TN
2009,7,46.5,0.7,TN
2009,8,48.7,0.6,TN
2009,9,50.2,1,TN
2009,10,49.8,1,TN
2009,11,48.7,1,TN
2009,12,47.1,1,TN
2010,1,24.1,-3.2,TN
2010,2,24.9,-3.5,TN
2010,3,28.9,-2.4,TN
2010,4,33.4,-1.4,TN
2010,5,38.3,-0.3,TN
2010,6,43.2,0.7,TN
2010,7,46.9,1.1,TN
2010,8,49.6,1.5,TN
2010,9,50.6,1.4,TN
2010,10,49.9,1.1,TN
2010,11,48.7,1,TN
2010,12,46.7,0.6,TN
2011,1,25,-2.3,TN
2011,2,28.7,0.3,TN
2011,3,32.5,1.2,TN
2011,4,36.5,1.7,TN
2011,5,40.2,1.6,TN
2011,6,44.3,1.8,TN
2011,7,48,2.2,TN
2011,8,50.2,2.1,TN
2011,9,50.9,1.7,TN
2011,10,50.2,1.4,TN
2011,11,49.3,1.6,TN
2011,12,47.9,1.8,TN
2012,1,31.7,4.4,TN
2012,2,33,4.6,TN
2012,3,37.8,6.5,TN
2012,4,40.2,5.4,TN
2012,5,43.9,5.3,TN
2012,6,46.6,4.1,TN
2012,7,49.9,4.1,TN
2012,8,51.7,3.6,TN
2012,9,52.4,3.2,TN
2012,10,51.7,2.9,TN
2012,11,49.9,2.2,TN
2012,12,48.8,2.7,TN
2013,1,32.2,4.9,TN
2013,2,31.5,3.1,TN
2013,3,31.9,0.6,TN
2013,4,35.2,0.4,TN
2013,5,38.9,0.3,TN
2013,6,43.1,0.6,TN
2013,7,46.3,0.5,TN
2013,8,48.7,0.6,TN
2013,9,49.9,0.7,TN
2013,10,49.7,0.9,TN
2013,11,48.2,0.5,TN
2013,12,46.8,0.7,TN
2014,1,18.5,-8.8,TN
2014,2,23.4,-5,TN
2014,3,26.4,-4.9,TN
2014,4,31.1,-3.7,TN
2014,5,36,-2.6,TN
2014,6,40.9,-1.6,TN
2014,7,44,-1.8,TN
2014,8,46.7,-1.4,TN
2014,9,48.1,-1.1,TN
2014,10,48.2,-0.6,TN
2014,11,46.7,-1,TN
2014,12,45.8,-0.3,TN
2015,1,26.3,-1,TN
2015,2,23.8,-4.6,TN
2015,3,28.4,-2.9,TN
2015,4,33.4,-1.4,TN
2015,5,38,-0.6,TN
2015,6,42.5,0,TN
2015,7,46.3,0.5,TN
2015,8,48.4,0.3,TN
2015,9,49.6,0.4,TN
2015,10,49.5,0.7,TN
2015,11,48.9,1.2,TN
2015,12,48.3,2.2,TN
2016,1,24.9,-2.4,TN
2016,2,29.3,0.9,TN
2016,3,33.5,2.2,TN
2016,4,36.8,2,TN
2016,5,40.3,1.7,TN
2016,6,44.4,1.9,TN
2016,7,47.9,2.1,TN
2016,8,50.6,2.5,TN
2016,9,51.8,2.6,TN
2016,10,51.7,2.9,TN
2016,11,50.5,2.8,TN
2016,12,48.9,2.8,TN
2017,1,36.9,9.6,TN
2017,2,37.2,8.8,TN
2017,3,37.9,6.6,TN
2017,4,41.2,6.4,TN
2017,5,44,5.4,TN
2017,6,47.1,4.6,TN
2017,7,50.1,4.3,TN
2017,8,51.9,3.8,TN
2017,9,52.5,3.3,TN
2017,10,52.1,3.3,TN
2017,11,50.8,3.1,TN
2017,12,49.1,3,TN
2018,1,22.9,-4.4,TN
2018,2,30.9,2.5,TN
2018,3,33.3,2,TN
2018,4,35.2,0.4,TN
2018,5,40.4,1.8,TN
2018,6,44.6,2.1,TN
2018,7,47.9,2.1,TN
2018,8,50.3,2.2,TN
2018,9,52,2.8,TN
2018,10,51.8,3,TN
2018,11,50.3,2.6,TN
2018,12,49,2.9,TN
2019,1,30.9,3.6,TN
2019,2,34.2,5.8,TN
2019,3,34.6,3.3,TN
2019,4,37.7,2.9,TN
2019,5,42,3.4,TN
2019,6,45.5,3,TN
2019,7,48.7,2.9,TN
2019,8,50.9,2.8,TN
2019,9,52.2,3,TN
2019,10,52,3.2,TN
2019,11,50.2,2.5,TN
2019,12,49,2.9,TN
2020,1,34.4,7.1,TN
2020,2,34.4,6,TN
2020,3,38,6.7,TN
2020,4,39.4,4.6,TN
2020,5,42.1,3.5,TN
2020,6,45.6,3.1,TN
2020,7,48.9,3.1,TN
2020,8,51.1,3,TN
2020,9,52.1,2.9,TN
2020,10,51.8,3,TN
2020,11,50.7,3,TN
2020,12,48.9,2.8,TN
2021,1,31.2,3.9,TN
2021,2,29.9,1.5,TN
2021,3,33.9,2.6,TN
2021,4,36.3,1.5,TN
2021,5,39.5,0.9,TN
2021,6,43.6,1.1,TN
2021,7,47,1.2,TN
2021,8,49.5,1.4,TN
2021,9,50.6,1.4,TN
2021,10,50.8,2,TN
2021,11,49.2,1.5,TN
2021,12,48.4,2.3,TN
2022,1,25.3,-2,TN
2022,2,27.8,-0.6,TN
2022,3,31.5,0.2,TN
2022,4,34.7,-0.1,TN
2022,5,39.4,0.8,TN
2022,6,43.4,0.9,TN
2022,7,47.2,1.4,TN
2022,8,49.6,1.5,TN
2022,9,50.4,1.2,TN
2022,10,49.6,0.8,TN
2022,11,48.5,0.8,TN
2022,12,47.1,1,TN
2023,1,35.2,7.9,TN
2023,2,36.8,8.4,TN
2023,3,37.5,6.2,TN
2023,4,39.5,4.7,TN
2023,5,42.5,3.9,TN
2023,6,45.5,3,TN
2023,7,48.6,2.8,TN
2023,8,50.8,2.7,TN
2023,9,51.7,2.5,TN
2023,10,51.4,2.6,TN
2023,11,50.1,2.4,TN
2023,12,48.7,2.6,TN
2024,1,25.8,-1.5,TN
2024,2,30.6,2.2,TN
2024,3,34.1,2.8,TN
2024,4,37.9,3.1,TN
2024,5,42.2,3.6,TN
2024,6,45.9,3.4,TN
2024,7,49.1,3.3,TN
2024,8,51,2.9,TN
2024,9,52.1,2.9,TN
